19	12	68	-13.528	36.579	10	11	5
19	13	69	-11.148	34.752	30	31	15
19	14	70	-11.539	31.778	26	27	13
19	22	78	-6.388	31.100	56	57	28
19	23	79	-6.779	28.125	52	53	26
19	24	80	-9.159	29.952	32	33	16
19	25	81	-8.768	32.926	36	37	18
19	26	82	-5.996	34.074	40	41	20
19	27	83	-3.616	32.248	44	45	22
19	28	84	-4.008	29.274	48	49	24
20	1	1	-36.062	4.748	4	5	2
20	2	2	-36.453	1.773	20	21	10
20	3	3	-38.834	3.600	16	17	8
20	4	4	-38.442	6.574	12	13	6
20	5	5	-35.670	7.722	8	9	4
20	6	6	-33.290	5.896	28	29	14
20	7	7	-33.682	2.921	24	25	12
20	15	15	-31.724	17.793	58	59	29
20	16	16	-32.116	14.819	54	55	27
20	17	17	-34.496	16.645	34	35	17
20	18	18	-34.104	19.619	38	39	19
20	19	19	-31.332	20.767	42	43	21
20	20	20	-28.952	18.941	46	47	23
20	21	21	-29.344	15.967	50	51	25
20	22	22	-30.127	10.018	56	57	28
20	23	23	-30.519	7.044	52	53	26
20	24	24	-32.899	8.870	32	33	16
20	25	25	-32.507	11.844	36	37	18
20	26	26	-29.735	12.992	40	41	20
20	27	27	-27.355	11.166	44	45	22
20	28	28	-27.747	8.192	48	49	24
21	8	232	-31.271	-18.577	6	7	3
21	9	233	-31.663	-21.552	22	23	11
21	10	234	-34.043	-19.725	18	19	9
21	11	235	-33.651	-16.751	14	15	7
21	12	236	-30.880	-15.603	10	11	5
21	13	237	-28.500	-17.429	30	31	15
21	14	238	-28.891	-20.404	26	27	13
21	15	239	-25.336	-13.307	58	59	29
21	16	240	-25.728	-16.281	54	55	27
21	17	241	-28.108	-14.455	34	35	17
21	18	242	-27.716	-11.481	38	39	19
21	19	243	-24.945	-10.332	42	43	21
21	20	244	-22.565	-12.159	46	47	23
21	21	245	-22.956	-15.133	50	51	25
21	22	246	-23.739	-21.082	56	57	28
21	23	247	-24.131	-24.056	52	53	26
21	24	248	-26.511	-22.230	32	33	16
21	25	249	-26.119	-19.255	36	37	18
21	26	250	-23.348	-18.107	40	41	20
21	27	251	-20.968	-19.934	44	45	22
21	28	252	-21.359	-22.908	48	49	24
22	8	624	19.854	-28.334	6	7	3
22	9	625	19.463	-31.308	22	23	11
22	10	626	17.083	-29.482	18	19	9
22	11	627	17.474	-26.508	14	15	7
22	12	628	20.246	-25.360	10	11	5
22	13	629	22.626	-27.186	30	31	15
22	14	630	22.234	-30.160	26	27	13
22	15	631	25.789	-23.063	58	59	29
22	16	632	25.398	-26.038	54	55	27
22	17	633	23.017	-24.212	34	35	17
22	18	634	23.409	-21.237	38	39	19
22	19	635	26.181	-20.089	42	43	21
22	20	636	28.561	-21.915	46	47	23
22	21	637	28.169	-24.890	50	51	25
