2	33	0.967	5.772	2.680	1.028
2	34	0.803	1.081	11.890	1.187
2	35	0.803	5.070	2.535	1.187
2	36	0.942	1.144	13.171	0.937
2	37	0.942	6.013	2.506	0.937
2	38	0.890	1.203	11.837	1.057
2	39	0.890	5.802	2.453	1.057
2	40	0.933	1.280	11.670	1.688
2	41	0.933	6.534	2.286	1.688
2	42	0.892	1.094	13.041	0.974
2	43	0.892	5.583	2.556	0.974
2	44	1.030	1.245	13.236	1.188
2	45	1.030	6.226	2.646	1.188
2	46	0.921	1.140	12.933	0.907
2	47	0.921	5.593	2.636	0.907
2	48	0.896	1.119	12.806	0.983
2	49	0.896	6.344	2.260	0.983
2	50	1.091	1.148	15.205	0.848
2	51	1.091	5.767	3.027	0.848
2	52	0.990	1.072	14.777	0.647
2	53	0.990	4.576	3.462	0.647
2	54	0.902	1.230	11.726	1.079
2	55	0.902	7.646	1.887	1.079
2	56	0.839	1.196	11.219	1.156
2	57	0.839	5.464	2.456	1.156
2	58	0.797	1.135	11.237	0.927
2	59	0.797	5.244	2.432	0.927
3	4	1.193	1.324	14.414	1.077
3	5	1.193	7.805	2.445	1.077
3	6	1.050	1.272	13.197	1.088
3	7	1.050	5.818	2.886	1.088
3	8	0.990	1.189	13.327	1.020
3	9	0.990	5.153	3.075	1.020
3	10	0.830	1.205	11.023	0.915
3	11	0.830	5.001	2.656	0.915
3	12	1.081	1.076	16.071	0.760
3	13	1.081	5.388	3.209	0.760
3	14	0.834	1.224	10.909	1.385
3	15	0.834	6.745	1.979	1.385
3	16	1.189	1.235	15.405	1.058
3	17	1.189	5.970	3.187	1.058
3	18	1.066	1.132	15.067	0.941
3	19	1.066	4.752	3.591	0.941
3	20	0.773	1.158	10.681	1.220
3	21	0.773	5.097	2.427	1.220
3	22	0.883	1.213	11.649	1.086
3	23	0.883	5.653	2.500	1.086
3	24	0.874	1.180	11.856	1.282
3	25	0.874	5.250	2.664	1.282
3	26	1.030	1.221	13.506	0.961
3	27	1.030	4.996	3.300	0.961
3	28	1.216	1.217	15.990	1.011
3	29	1.216	7.307	2.663	1.011
3	30	0.894	1.169	12.230	1.271
3	31	0.894	5.979	2.392	1.271
3	32	0.884	1.114	12.693	1.053
3	33	0.884	4.827	2.929	1.053
3	34	1.161	1.178	15.765	1.025
3	35	1.161	5.626	3.300	1.025
3	36	0.978	1.231	12.712	1.176
3	37	0.978	5.668	2.762	1.176
3	38	0.910	1.176	12.377	1.019
3	39	0.910	5.465	2.664	1.019
3	40	1.184	1.113	17.020	0.805
3	41	1.184	4.939	3.837	0.805
3	42	1.099	1.112	15.807	0.823
3	43	1.099	5.413	3.247	0.823
3	44	0.974	1.180	13.208	1.180
3	45	0.974	5.335	2.921	1.180
3	46	0.948	1.164	13.040	1.329
3	47	0.948	5.857	2.590	1.329
3	48	0.945	1.130	13.377	1.268
3	49	0.945	6.203	2.437	1.268
3	50	1.133	1.113	16.282	0.977
3	51	1.133	5.281	3.432	0.977
3	52	0.829	1.177	11.273	1.296
3	53	0.829	5.994	2.213	1.296
3	54	0.916	1.090	13.445	0.822
3	55	0.916	4.706	3.114	0.822
3	56	1.098	1.204	14.590	0.887
3	57	1.098	6.072	2.892	0.887
3	58	0.875	1.203	11.632	0.998
3	59	0.875	4.876	2.870	0.998
4	4	0.836	1.248	10.721	1.152
4	5	0.836	5.956	2.246	1.152
4	6	0.902	1.161	12.436	0.975
4	7	0.902	4.664	3.095	0.975
4	8	1.069	1.185	14.423	1.050
4	9	1.069	5.824	2.936	1.050
4	10	1.114	1.122	15.888	1.148
4	11	1.114	4.790	3.723	1.148
4	12	0.803	1.121	11.456	1.269
4	13	0.803	5.177	2.480	1.269
4	14	1.167	1.243	15.015	0.825
4	15	1.167	4.790	3.897	0.825
4	16	1.203	1.300	14.811	1.065
4	17	1.203	5.035	3.823	1.065
4	18	1.202	1.266	15.201	1.029
4	19	1.202	5.715	3.366	1.029
4	20	1.065	1.171	14.544	1.082
4	21	1.065	4.721	3.609	1.082
4	22	0.823	1.186	11.099	1.153
4	23	0.823	5.036	2.614	1.153
4	24	0.882	1.255	11.247	0.932
4	25	0.882	5.493	2.569	0.932
4	26	1.153	1.181	15.617	0.982
4	27	1.153	5.275	3.497	0.982
4	28	1.041	1.129	14.754	1.196
4	29	1.041	5.423	3.071	1.196
4	30	1.099	1.126	15.610	0.839
4	31	1.099	5.450	3.227	0.839
4	32	0.975	1.164	13.392	1.037
4	33	0.975	5.275	2.956	1.037
4	34	0.889	1.155	12.316	0.911
4	35	0.889	6.372	2.232	0.911
4	36	0.876	1.181	11.874	1.077
4	37	0.876	6.288	2.229	1.077
4	38	0.969	1.159	13.371	1.009
4	39	0.969	6.025	2.573	1.009
4	40	0.789	1.208	10.444	1.313
4	41	0.789	5.648	2.234	1.313
4	42	0.859	1.187	11.581	1.121
4	43	0.859	5.183	2.652	1.121
4	44	1.012	1.187	13.632	1.076
4	45	1.012	6.436	2.515	1.076
4	46	1.112	1.216	14.629	1.037
4	47	1.112	5.889	3.022	1.037
4	48	0.888	1.167	12.175	1.126
4	49	0.888	5.204	2.731	1.126
4	50	1.004	1.229	13.075	0.922
4	51	1.004	5.747	2.796	0.922
4	52	0.894	1.206	11.865	1.039
4	53	0.894	5.089	2.811	1.039
4	54	0.855	1.094	12.515	1.032
4	55	0.855	6.903	1.983	1.032
4	56	0.882	1.280	11.019	0.978
4	57	0.882	5.428	2.599	0.978
4	58	1.017	1.221	13.329	0.980
4	59	1.017	6.299	2.583	0.980
5	4	0.835	1.145	11.678	1.114
5	5	0.835	6.392	2.091	1.114
5	6	1.055	1.257	13.431	0.881
5	7	1.055	6.492	2.600	0.881
5	8	1.072	1.136	15.090	1.000
5	9	1.072	7.006	2.447	1.000
5	10	0.961	1.204	12.764	0.980
5	11	0.961	6.491	2.369	0.980
5	12	0.891	1.113	12.800	0.995
5	13	0.891	5.295	2.691	0.995
5	14	1.042	1.226	13.606	1.034
5	15	1.042	6.186	2.696	1.034
5	16	1.190	1.301	14.634	0.933
5	17	1.190	5.998	3.173	0.933
5	18	1.046	1.247	13.422	0.832
5	19	1.046	5.785	2.894	0.832
5	20	1.108	1.091	16.246	0.825
5	21	1.108	5.782	3.065	0.825
5	22	0.779	1.174	10.620	1.081
5	23	0.779	5.895	2.116	1.081
5	24	0.868	1.214	11.442	0.987
5	25	0.868	6.727	2.065	0.987
5	26	1.026	1.208	13.584	0.747
5	27	1.026	6.337	2.590	0.747
5	28	1.112	1.049	16.969	0.928
5	29	1.112	5.514	3.227	0.928
5	30	0.918	1.186	12.381	0.890
5	31	0.918	6.113	2.402	0.890
5	32	0.981	1.121	14.011	0.842
5	33	0.981	5.562	2.823	0.842
5	34	1.100	1.170	15.039	1.046
5	35	1.100	5.928	2.968	1.046
5	36	1.035	1.097	15.095	1.093
5	37	1.035	6.129	2.702	1.093
5	38	0.879	1.122	12.534	0.907
5	39	0.879	5.683	2.476	0.907
5	40	1.238	1.160	17.073	0.798
5	41	1.238	7.085	2.796	0.798
5	42	1.042	1.196	13.943	1.045
5	43	1.042	5.814	2.868	1.045
5	44	0.965	1.171	13.186	0.961
5	45	0.965	7.087	2.179	0.961
5	46	0.917	1.096	13.387	1.037
5	47	0.917	5.955	2.463	1.037
5	48	0.819	1.079	12.142	1.045
5	49	0.819	6.479	2.023	1.045
5	50	1.143	1.137	16.083	0.958
5	51	1.143	5.602	3.265	0.958
5	52	1.188	1.122	16.934	1.064
5	53	1.188	5.536	3.432	1.064
5	54	1.099	1.125	15.627	1.056
5	55	1.099	7.009	2.509	1.056
5	56	0.832	1.164	11.434	1.095
5	57	0.832	8.777	1.516	1.095
5	58	1.152	1.182	15.594	0.993
5	59	1.152	7.048	2.616	0.993
6	4	1.103	1.171	15.064	0.872
6	5	1.103	5.813	3.036	0.872
6	6	1.098	1.139	15.424	1.045
6	7	1.098	5.467	3.213	1.045
6	8	0.923	1.221	12.092	1.104
6	9	0.923	5.594	2.639	1.104
6	10	0.863	1.163	11.866	1.153
6	11	0.863	5.006	2.757	1.153
6	12	0.934	1.140	13.113	1.267
6	13	0.934	5.942	2.516	1.267
6	14	1.024	1.289	12.716	1.092
6	15	1.024	5.458	3.003	1.092
6	16	1.141	1.132	16.121	1.067
6	17	1.141	4.464	4.090	1.067
6	18	0.937	1.163	12.883	1.105
6	19	0.937	5.642	2.657	1.105
6	20	0.981	1.167	13.461	1.288
6	21	0.981	5.527	2.841	1.288
6	22	0.817	1.243	10.524	1.079
6	23	0.817	5.741	2.278	1.079
6	24	0.820	1.110	11.819	1.130
6	25	0.820	5.986	2.192	1.130
6	26	1.045	1.187	14.077	1.036
6	27	1.045	5.951	2.809	1.036
6	28	0.867	1.191	11.644	1.089
6	29	0.867	5.360	2.588	1.089
6	30	1.081	1.221	14.164	0.986
6	31	1.081	5.269	3.284	0.986
6	32	1.371	1.181	18.577	0.849
6	33	1.371	4.869	4.505	0.849
6	34	1.219	1.216	16.040	0.994
6	35	1.219	6.588	2.961	0.994
6	36	1.003	1.207	13.293	1.051
6	37	1.003	6.610	2.428	1.051
6	38	0.878	1.351	10.400	1.379
6	39	0.878	7.311	1.922	1.379
6	40	1.158	1.215	15.237	1.014
6	41	1.158	7.358	2.517	1.014
6	42	0.892	1.252	11.399	1.098
6	43	0.892	6.223	2.294	1.098
6	44	1.055	1.220	13.832	0.879
6	45	1.055	6.110	2.762	0.879
6	46	0.991	1.273	12.461	1.170
6	47	0.991	6.132	2.586	1.170
6	48	1.020	1.188	13.740	0.897
6	49	1.020	6.918	2.359	0.897
6	50	0.889	1.220	11.653	0.960
6	51	0.889	6.218	2.287	0.960
6	52	0.977	1.118	13.980	0.953
6	53	0.977	5.135	3.045	0.953
6	54	0.962	1.243	12.388	1.091
6	55	0.962	5.606	2.746	1.091
6	56	1.093	1.215	14.394	0.983
6	57	1.093	5.169	3.383	0.983
6	58	1.190	1.229	15.485	1.139
6	59	1.190	5.453	3.491	1.139
7	4	0.812	1.153	11.266	1.024
7	5	0.812	6.723	1.933	1.024
7	6	0.962	1.182	13.030	0.902
7	7	0.962	6.443	2.390	0.902
7	8	0.925	1.189	12.441	0.984
7	9	0.925	6.085	2.431	0.984
7	10	1.325	1.477	14.347	1.075
7	11	1.325	6.461	3.280	1.075
7	12	0.818	1.168	11.204	1.393
7	13	0.818	6.074	2.154	1.393
7	14	0.914	1.199	12.202	0.952
7	15	0.914	5.549	2.636	0.952
7	16	1.126	1.175	15.340	0.877
7	17	1.126	5.467	3.296	0.877
7	18	1.002	1.235	12.978	1.064
7	19	1.002	6.056	2.647	1.064
7	20	1.138	1.114	16.357	1.065
7	21	1.138	5.492	3.316	1.065
7	22	0.991	1.198	13.234	0.985
7	23	0.991	4.613	3.438	0.985
7	24	1.079	1.221	14.150	0.975
7	25	1.079	6.022	2.868	0.975
7	26	0.909	1.195	12.161	0.897
7	27	0.909	6.771	2.147	0.897
7	28	0.955	1.188	12.860	1.140
7	29	0.955	5.566	2.744	1.140
7	30	0.859	1.244	11.042	0.854
7	31	0.859	5.419	2.536	0.854
7	32	0.865	1.169	11.845	1.100
7	33	0.865	5.479	2.526	1.100
7	34	0.923	1.123	13.150	1.148
7	35	0.923	6.599	2.237	1.148
7	36	1.035	1.097	15.101	0.995
7	37	1.035	5.726	2.893	0.995
7	38	1.023	1.136	14.414	1.006
7	39	1.023	6.001	2.729	1.006
7	40	0.796	1.179	10.799	1.320
7	41	0.796	6.200	2.053	1.320
7	42	1.059	1.177	14.396	0.885
7	43	1.059	5.809	2.918	0.885
7	44	0.837	1.116	11.996	1.120
7	45	0.837	5.621	2.381	1.120
7	46	1.173	1.163	16.136	0.759
7	47	1.173	5.176	3.626	0.759
7	48	0.955	1.219	12.530	0.984
7	49	0.955	6.118	2.497	0.984
7	50	1.081	1.172	14.757	1.068
7	51	1.081	6.381	2.710	1.068
7	52	0.866	1.064	13.029	1.091
7	53	0.866	5.357	2.587	1.091
7	54	1.016	1.203	13.509	1.105
7	55	1.016	6.056	2.684	1.105
7	56	0.791	1.203	10.519	1.289
7	57	0.791	7.020	1.802	1.289
7	58	1.159	1.215	15.257	0.899
7	59	1.159	5.185	3.575	0.899
8	4	0.981	1.260	12.459	1.016
8	5	0.981	5.966	2.631	1.016
8	6	0.963	1.144	13.471	1.207
8	7	0.963	6.754	2.281	1.207
8	8	0.826	1.186	11.138	1.191
8	9	0.826	6.507	2.030	1.191
8	10	1.451	1.159	20.022	0.889
8	11	1.451	5.286	4.392	0.889
8	12	0.924	1.160	12.751	0.946
8	13	0.924	5.163	2.864	0.946
8	14	0.868	1.148	12.095	0.775
8	15	0.868	5.775	2.405	0.775
8	16	0.890	1.226	11.610	1.146
8	17	0.890	5.214	2.730	1.146
8	18	0.848	1.230	11.033	1.166
8	19	0.848	5.318	2.552	1.166
8	20	1.017	1.269	12.825	1.123
8	21	1.017	5.843	2.784	1.123
8	22	0.877	1.272	11.028	1.104
8	23	0.877	6.541	2.144	1.104
8	24	0.884	1.128	12.546	1.100
8	25	0.884	5.695	2.485	1.100
8	26	0.781	1.248	10.010	1.158
8	27	0.781	6.316	1.978	1.158
8	28	1.179	1.181	15.972	0.896
8	29	1.179	5.175	3.645	0.896
8	30	1.085	1.215	14.298	0.963
8	31	1.085	6.662	2.607	0.963
8	32	1.167	1.141	16.361	0.918
8	33	1.167	5.953	3.137	0.918
8	34	1.017	1.200	13.563	1.049
8	35	1.017	5.752	2.829	1.049
8	36	0.934	1.168	12.797	0.900
8	37	0.934	6.358	2.352	0.900
8	38	1.026	1.185	13.861	1.124
8	39	1.026	5.966	2.752	1.124
8	40	1.632	1.160	22.504	0.791
8	41	1.632	5.545	4.709	0.791
8	42	0.848	1.167	11.632	1.062
8	43	0.848	5.790	2.344	1.062
8	44	1.066	1.198	14.232	1.142
8	45	1.066	6.312	2.702	1.142
8	46	0.931	1.160	12.840	0.996
8	47	0.931	5.654	2.635	0.996
8	48	1.023	1.153	14.186	0.996
8	49	1.023	6.331	2.585	0.996
8	50	0.867	1.182	11.737	1.109
8	51	0.867	6.487	2.138	1.109
8	52	0.986	1.115	14.153	1.018
8	53	0.986	6.220	2.536	1.018
8	54	0.859	1.125	12.210	0.991
8	55	0.859	6.549	2.098	0.991
8	56	0.864	1.193	11.590	1.038
8	57	0.864	5.677	2.436	1.038
8	58	0.952	1.180	12.898	1.015
8	59	0.952	5.902	2.580	1.015
9	4	1.087	1.314	13.238	0.835
9	5	1.087	6.421	2.709	0.835
9	6	1.209	1.242	15.579	0.994
9	7	1.209	5.504	3.514	0.994
9	8	0.850	1.237	10.988	1.034
9	9	0.850	7.836	1.735	1.034
9	10	1.085	1.254	13.841	0.966
9	11	1.085	9.617	1.805	0.966
9	12	0.842	1.229	10.970	1.047
9	13	0.842	6.875	1.961	1.047
9	14	1.137	1.315	13.831	0.750
9	15	1.137	6.501	2.798	0.750
9	16	1.057	1.238	13.660	0.859
9	17	1.057	7.077	2.390	0.859
9	18	0.808	1.340	9.649	1.253
9	19	0.808	7.807	1.657	1.253
9	20	1.035	1.226	13.505	0.958
9	21	1.035	5.808	2.850	0.958
9	22	1.098	1.352	12.999	0.878
9	23	1.098	7.001	2.510	0.878
9	24	1.235	1.283	15.409	0.787
9	25	1.235	6.243	3.166	0.787
9	26	0.965	1.271	12.144	1.039
9	27	0.965	7.028	2.196	1.039
9	28	0.911	1.288	11.323	0.976
9	29	0.911	5.970	2.443	0.976
9	30	0.834	1.228	10.868	1.147
9	31	0.834	6.413	2.081	1.147
9	32	1.056	1.201	14.068	1.004
9	33	1.056	6.890	2.452	1.004
9	34	1.208	1.188	16.257	0.605
9	35	1.208	7.225	2.674	0.605
9	36	1.090	1.180	14.777	0.988
9	37	1.090	5.831	2.991	0.988
9	38	1.100	1.218	14.458	0.811
9	39	1.100	7.596	2.317	0.811
9	40	0.834	1.187	11.243	1.137
9	41	0.834	7.673	1.740	1.137
9	42	0.788	1.128	11.173	1.057
9	43	0.788	5.168	2.439	1.057
9	44	0.884	1.215	11.643	1.024
9	45	0.884	7.883	1.795	1.024
9	46	1.105	1.153	15.334	1.032
9	47	1.105	6.506	2.717	1.032
9	48	0.864	1.212	11.401	0.995
9	49	0.864	7.511	1.840	0.995
9	50	0.970	1.217	12.760	1.048
9	51	0.970	5.558	2.793	1.048
9	52	1.243	1.168	17.028	0.813
9	53	1.243	7.033	2.829	0.813
9	54	0.828	1.201	11.031	1.208
9	55	0.828	6.617	2.003	1.208
9	56	0.848	1.245	10.896	1.019
9	57	0.848	6.235	2.175	1.019
9	58	1.108	1.215	14.593	0.933
9	59	1.108	5.687	3.117	0.933
10	4	1.003	1.179	13.608	0.900
10	5	1.003	6.401	2.506	0.900
10	6	0.808	1.162	11.128	0.712
10	7	0.808	5.024	2.574	0.712
10	8	0.785	1.126	11.158	1.114
10	9	0.785	6.591	1.905	1.114
10	10	1.070	1.155	14.827	0.995
10	11	1.070	5.591	3.062	0.995
10	12	0.862	1.245	11.076	0.942
10	13	0.862	5.252	2.626	0.942
10	14	1.274	1.198	17.011	0.979
10	15	1.274	4.737	4.303	0.979
10	16	1.302	1.280	16.265	0.802
10	17	1.302	5.980	3.482	0.802
10	18	0.900	1.192	12.085	0.984
10	19	0.900	6.373	2.260	0.984
10	20	0.896	1.190	12.050	1.034
10	21	0.896	5.940	2.415	1.034
10	22	1.092	1.235	14.155	0.952
10	23	1.092	4.921	3.551	0.952
10	24	1.290	1.230	16.778	1.048
10	25	1.290	5.288	3.903	1.048
10	26	1.051	1.214	13.853	1.095
10	27	1.051	5.823	2.889	1.095
10	28	0.965	1.272	12.135	0.904
10	29	0.965	5.756	2.682	0.904
10	30	0.880	1.134	12.416	1.030
10	31	0.880	6.105	2.306	1.030
10	32	0.934	1.123	13.311	0.826
10	33	0.934	5.068	2.950	0.826
10	34	0.902	1.081	13.349	0.936
10	35	0.902	4.184	3.448	0.936
10	36	0.893	1.203	11.866	1.013
10	37	0.893	5.092	2.805	1.013
10	38	1.044	1.151	14.508	0.862
10	39	1.044	6.578	2.539	0.862
10	40	0.988	1.157	13.652	0.990
10	41	0.988	5.174	3.054	0.990
10	42	1.260	1.153	17.474	0.927
10	43	1.260	5.075	3.971	0.927
10	44	1.038	1.203	13.799	0.761
10	45	1.038	5.953	2.789	0.761
10	46	0.949	1.228	12.359	0.949
10	47	0.949	5.502	2.759	0.949
10	48	1.078	1.140	15.140	0.873
10	49	1.078	6.450	2.675	0.873
10	50	0.996	1.252	12.726	1.010
10	51	0.996	5.849	2.725	1.010
10	52	1.175	1.221	15.402	0.814
10	53	1.175	6.221	3.022	0.814
10	54	1.015	1.144	14.189	0.840
10	55	1.015	6.633	2.447	0.840
10	56	1.236	1.176	16.816	0.783
10	57	1.236	6.185	3.198	0.783
10	58	0.881	1.167	12.073	0.892
10	59	0.881	5.371	2.624	0.892
11	4	0.883	1.323	10.686	1.093
11	5	0.883	5.638	2.507	1.093
11	6	1.152	1.303	14.155	1.192
11	7	1.152	5.662	3.256	1.192
11	8	1.066	1.327	12.856	0.940
11	9	1.066	7.199	2.369	0.940
11	10	0.979	1.350	11.608	1.191
11	11	0.979	8.679	1.805	1.191
11	12	0.964	1.338	11.523	1.058
11	13	0.964	8.788	1.754	1.058
11	14	0.863	1.370	10.071	1.028
11	15	0.863	5.263	2.622	1.028
11	16	1.264	1.525	13.268	0.871
11	17	1.264	7.586	2.667	0.871
11	18	1.070	1.396	12.260	1.268
11	19	1.070	6.662	2.569	1.268
11	20	1.167	1.302	14.343	1.020
11	21	1.167	6.351	2.940	1.020
11	22	0.891	1.271	11.222	1.270
11	23	0.891	5.450	2.617	1.270
11	24	0.950	1.376	11.051	0.964
11	25	0.950	6.849	2.220	0.964
11	26	0.956	1.369	11.169	1.350
11	27	0.956	5.128	2.982	1.350
11	28	0.815	1.283	10.162	1.018
11	29	0.815	6.915	1.885	1.018
11	30	1.368	1.311	16.699	1.046
11	31	1.368	8.293	2.640	1.046
11	32	1.294	1.373	15.083	1.055
11	33	1.294	5.239	3.953	1.055
11	34	1.363	1.322	16.504	1.038
11	35	1.363	6.336	3.443	1.038
11	36	0.998	1.272	12.548	1.104
11	37	0.998	8.179	1.952	1.104
11	38	0.940	1.283	11.723	0.752
11	39	0.940	6.105	2.465	0.752
11	40	1.126	1.446	12.458	0.944
11	41	1.126	6.980	2.580	0.944
11	42	1.064	1.369	12.436	0.995
11	43	1.064	7.405	2.298	0.995
11	44	1.300	1.329	15.659	0.939
11	45	1.300	6.024	3.453	0.939
11	46	0.968	1.301	11.907	1.038
11	47	0.968	7.463	2.076	1.038
11	48	0.910	1.292	11.274	1.089
11	49	0.910	6.622	2.200	1.089
11	50	0.989	1.308	12.100	0.882
11	51	0.989	6.830	2.317	0.882
11	52	0.934	1.269	11.781	1.265
11	53	0.934	8.414	1.777	1.265
11	54	0.909	1.242	11.713	1.156
11	55	0.909	6.790	2.143	1.156
11	56	0.724	1.221	9.486	1.076
11	57	0.724	8.996	1.288	1.076
11	58	0.939	1.291	11.640	1.023
11	59	0.939	6.483	2.317	1.023
12	4	0.893	1.170	12.214	0.938
12	5	0.893	4.955	2.885	0.938
12	6	1.143	1.128	16.206	1.069
12	7	1.143	4.758	3.843	1.069
12	8	1.016	1.166	13.933	1.023
12	9	1.016	5.454	2.979	1.023
12	10	1.095	1.209	14.490	1.101
12	11	1.095	5.283	3.317	1.101
12	12	1.011	1.124	14.388	0.878
12	13	1.011	4.699	3.442	0.878
12	14	1.157	1.225	15.116	1.037
12	15	1.157	4.539	4.078	1.037
12	16	1.167	1.160	16.096	0.827
12	17	1.167	5.481	3.407	0.827
12	18	1.242	1.127	17.628	1.095
12	19	1.242	5.055	3.931	1.095
12	20	1.113	1.196	14.900	0.735
12	21	1.113	4.676	3.809	0.735
12	22	1.004	1.180	13.604	1.014
12	23	1.004	4.435	3.621	1.014
12	24	1.349	1.106	19.522	0.617
12	25	1.349	4.573	4.721	0.617
12	26	0.896	1.186	12.094	1.209
12	27	0.896	4.997	2.870	1.209
12	28	1.058	1.108	15.280	0.996
12	29	1.058	5.218	3.246	0.996
12	30	1.080	1.178	14.677	1.149
12	31	1.080	4.960	3.486	1.149
12	32	1.160	1.117	16.607	0.996
12	33	1.160	4.694	3.953	0.996
12	34	0.894	1.133	12.632	1.262
12	35	0.894	6.232	2.296	1.262
12	36	0.810	1.104	11.735	1.063
12	37	0.810	6.268	2.067	1.063
12	38	1.078	1.141	15.119	1.012
12	39	1.078	5.600	3.079	1.012
12	40	1.092	1.121	15.593	1.022
12	41	1.092	4.872	3.588	1.022
12	42	0.998	1.166	13.699	1.003
12	43	0.998	5.149	3.101	1.003
12	44	1.000	1.158	13.818	0.960
12	45	1.000	5.608	2.854	0.960
12	46	0.920	1.126	13.079	1.033
12	47	0.920	4.611	3.194	1.033
12	48	0.954	1.222	12.499	1.326
12	49	0.954	5.684	2.687	1.326
12	50	1.102	1.095	16.094	0.781
12	51	1.102	5.203	3.388	0.781
12	52	1.168	1.108	16.860	1.007
12	53	1.168	6.658	2.806	1.007
12	54	0.904	1.186	12.199	1.024
12	55	0.904	6.407	2.258	1.024
12	56	0.992	1.156	13.725	0.858
12	57	0.992	5.129	3.094	0.858
12	58	1.051	1.079	15.592	1.021
12	59	1.051	6.021	2.794	1.021
13	4	0.909	1.148	12.660	0.861
13	5	0.909	5.916	2.458	0.861
13	6	1.064	1.156	14.731	0.952
13	7	1.064	5.186	3.283	0.952
13	8	0.897	1.108	12.961	0.919
13	9	0.897	5.622	2.554	0.919
13	10	1.103	1.185	14.888	0.968
13	11	1.103	4.461	3.955	0.968
13	12	1.017	1.037	15.682	0.879
13	13	1.017	5.278	3.082	0.879
13	14	0.922	1.275	11.578	0.937
13	15	0.922	4.945	2.984	0.937
13	16	0.930	1.170	12.722	0.869
13	17	0.930	6.555	2.271	0.869
13	18	1.224	1.224	15.989	0.861
13	19	1.224	5.173	3.785	0.861
13	20	1.130	1.131	15.979	0.767
13	21	1.130	4.908	3.682	0.767
13	22	1.137	1.183	15.383	0.877
13	23	1.137	4.648	3.915	0.877
13	24	0.997	1.179	13.527	0.694
13	25	0.997	6.345	2.514	0.694
13	26	1.224	1.181	16.584	0.624
13	27	1.224	5.250	3.729	0.624
13	28	0.973	1.178	13.210	1.026
13	29	0.973	5.512	2.824	1.026
13	30	0.978	1.175	13.318	0.997
13	31	0.978	5.385	2.905	0.997
