EVENT_NUMBER	SIZE	DISTANCE	LENGTH	WIDTH	AZWIDTH	MISS	ALPHA
9	748.413	95.101	52.219	34.643	9988.84	66.155	44.107
10	1691.676	134.471	82.002	49.864	19345.858	132.41	80.064
11	769.499	96.522	52.194	34.69	10281.157	65.257	42.532
12	729.893	96.638	52.31	34.002	10254.74	69.404	45.89
13	792.895	97.32	52.55	35.078	10418.698	69.09	45.235
14	1014.629	147.849	47.172	32.89	22883.124	49.794	19.694
15	769.538	94.516	51.835	34.148	9837.862	67.959	45.972
16	697.491	93.288	52.518	32.544	9606.358	66.255	45.235
17	730.303	96.813	51.857	34.587	10312.106	67.065	43.868
18	788.033	94.017	52.452	34.577	9775.653	66.53	45.072
19	865.05	90.409	50.291	32.227	9014.568	64.598	45.643
20	1497.129	102.718	92.191	38.773	11795.511	94.036	66.206
21	866.768	91.466	47.71	31.912	9174.504	62.171	42.844
22	930.054	91.316	48.451	32.702	9169.446	62.717	43.393
23	776.927	94.247	52.215	34.314	9787.646	68.73	46.803
24	3588.425	79.604	166.477	37.849	9103.717	71.11	63.253
25	800.381	93.143	51.254	34.224	9587.495	64.928	44.187
26	740.568	93.669	52.679	33.561	9661.509	69.584	47.988
27	775.916	93.356	52.404	33.598	9623.557	67.078	45.972
28	1745.633	211.351	86.438	37.903	45805.731	195.617	67.82
29	804.248	144.256	52.654	34.751	22118.299	31.163	12.474
30	736.815	95.728	50.888	34.588	10069.697	67.293	44.668
31	790.813	94.091	52.003	35.248	9817.345	63.729	42.61
32	764.075	95.616	52.568	33.853	10047.48	69.873	46.97
33	769.882	97.926	52.398	34.961	10523.343	70.39	45.972
34	847.617	94.542	51.881	33.636	9839.127	67.657	45.725
35	906.161	90.965	48.324	31.679	9099.184	61.253	42.299
36	798.815	96.024	50.842	35.651	10145.335	67.155	44.347
37	751.611	93.982	51.409	35.526	9815.094	60.301	39.941
38	744.607	94.953	52.308	33.878	9908.307	70.008	47.476
39	818.418	92.221	51.416	34.775	9455.647	61.373	41.682
40	2457.305	192.692	73.853	45.156	38168.763	190.791	81.89
41	957.644	92.146	48.746	32.834	9331.176	63.303	43.393
42	771.612	93.268	53.07	32.761	9613.012	66.719	45.643
43	775.638	96.218	52.497	35.668	10183.515	71.185	47.731
44	764.275	95.638	50.808	36.894	10105.796	64.931	42.766
45	928.846	90.606	48.165	32.66	9020.298	63.629	44.588
46	686.97	95.167	51.748	35.706	10050.903	61.204	40.016
47	749.975	95.647	51.754	34.205	10055.555	68.524	45.725
48	1339.927	105.342	92.678	38.956	12355.196	96.466	66.348
49	806.204	94.104	52.063	33.056	9764.132	66.174	44.668
50	767.461	95.157	50.181	35.612	9989.495	63.265	41.682
51	720.862	93.645	51.707	34.018	9677.197	66.46	45.235
52	823.0	93.184	51.336	35.203	9652.729	60.485	40.466
53	710.788	95.018	52.076	35.142	10004.446	63.254	41.759
54	931.13	89.636	48.005	30.865	8826.872	61.761	43.551
55	755.522	95.917	50.27	35.426	10103.666	67.564	44.749
56	767.185	96.539	52.053	34.907	10249.234	68.823	45.48
57	894.025	90.745	47.891	32.945	9102.599	56.38	38.389
58	730.96	97.201	53.855	33.951	10429.708	67.179	43.709
59	764.419	93.842	50.488	35.067	9701.102	66.811	45.398
60	746.124	95.866	53.151	34.129	10146.805	67.061	44.427
61	707.277	94.055	51.656	34.82	9783.792	64.933	43.63
62	727.163	94.783	51.644	35.191	9890.25	69.255	46.97
63	762.731	251.0	53.534	33.816	64106.795	152.412	37.373
64	837.329	193.158	49.528	33.969	38516.569	4.502	1.318
65	728.862	97.54	53.235	34.416	10509.115	65.312	42.067
66	757.735	95.283	51.604	34.41	9964.199	70.33	47.561
67	788.861	95.453	52.078	35.253	10027.291	69.898	47.054
68	699.917	91.084	51.542	35.658	9253.153	61.556	42.532
69	895.699	88.437	48.108	32.229	8636.838	60.549	43.236
70	780.749	94.375	53.583	34.717	9865.65	67.404	45.561
71	914.775	89.76	47.611	32.067	8852.65	62.296	43.948
72	779.33	94.488	50.829	34.34	9837.612	65.338	43.709
73	796.621	94.254	52.996	35.4	9855.167	65.863	44.347
74	942.306	91.431	48.515	32.481	9194.293	62.202	42.844
75	1651.123	167.736	85.81	52.483	31278.731	66.558	23.391
76	747.931	95.317	53.416	34.316	10010.884	70.154	47.392
77	794.417	95.947	52.273	35.343	10169.08	66.151	43.551
78	771.114	97.232	51.29	35.174	10399.84	66.134	42.844
79	759.601	95.291	51.401	34.869	10031.567	63.844	42.067
80	746.48	94.546	51.429	34.317	9855.429	66.137	44.427
81	894.57	89.909	48.522	31.348	8889.974	62.418	43.948
82	757.122	96.815	52.656	34.853	10326.599	68.013	44.668
83	748.862	94.079	51.365	36.77	9821.902	63.691	42.61
84	820.485	96.973	52.316	34.976	10361.412	67.082	43.789
85	934.891	90.39	46.846	33.175	9000.264	57.993	39.941
86	753.87	96.068	53.229	33.722	10206.835	64.901	42.532
87	786.431	93.895	51.593	33.417	9708.546	67.003	45.561
88	811.653	96.098	51.151	36.214	10201.564	64.159	41.913
89	767.224	320.323	52.988	35.082	103346.179	293.537	66.348
90	1631.735	165.3	87.339	52.386	30606.759	61.163	21.716
91	925.511	90.498	48.492	32.153	9011.85	62.326	43.551
92	887.85	236.95	50.395	33.382	56751.041	228.21	74.365
93	737.829	93.077	51.507	34.107	9560.104	66.778	45.807
94	887.254	307.98	52.729	33.082	95751.068	233.94	49.464
95	758.967	91.494	52.732	33.468	9267.107	67.093	47.138
96	1519.743	286.097	80.918	39.012	83648.051	217.911	49.641
97	754.484	171.446	52.84	33.462	30095.382	155.279	64.958
98	948.501	90.512	48.031	32.814	9028.721	60.471	41.913
99	875.539	91.715	48.664	32.207	9242.91	62.769	43.157
100	493.91	328.14	38.789	37.467	108375.397	327.896	87.437
101	922.238	88.741	48.224	32.148	8671.908	62.999	45.235
102	748.775	94.475	50.985	35.77	9858.312	65.607	43.948
103	5896.961	66.523	130.445	61.54	9519.46	17.951	15.664
104	810.009	92.884	51.901	35.036	9586.497	62.74	42.454
105	984.592	234.04	51.836	31.843	55320.653	228.11	77.161
106	1663.613	101.897	91.229	39.277	13275.346	51.503	30.331
107	1581.717	210.912	85.856	36.765	45715.742	189.779	64.158
108	788.283	297.572	52.431	35.064	89796.925	117.127	23.204
109	860.188	91.585	46.95	32.54	9206.997	59.643	40.617
110	706.402	96.869	52.324	35.745	10339.811	68.391	44.91
111	725.35	96.702	51.579	34.325	10281.592	66.79	43.709
112	1079.529	86.785	49.641	30.077	8271.99	66.314	49.818
113	597.613	185.016	50.935	34.998	34943.591	169.844	66.635
114	787.969	94.233	51.306	34.562	9807.693	64.786	43.472
115	947.307	91.313	49.127	32.852	9170.03	64.536	44.991
116	771.09	92.748	50.132	34.118	9467.201	66.624	45.89
117	748.849	95.082	52.796	34.613	9980.676	67.856	45.561
118	787.406	93.756	49.869	36.341	9718.23	63.368	42.532
119	892.051	258.542	52.035	34.997	67515.924	247.333	73.137
120	770.438	296.88	53.829	34.746	89455.436	112.556	22.272
121	996.533	106.627	46.19	33.369	12212.175	65.522	37.879
122	756.836	95.499	51.884	35.337	10066.201	66.579	44.187
123	784.38	97.231	52.285	33.905	10357.262	70.83	46.719
124	776.422	299.393	52.904	35.408	90906.619	117.877	23.204
125	729.952	95.041	52.343	34.581	9973.834	66.67	44.507
126	700.85	253.581	53.092	33.973	65465.559	135.242	32.208
127	1467.277	107.783	91.481	38.311	12945.659	96.744	63.896
128	864.359	90.64	47.967	32.227	9038.049	61.097	42.377
129	740.321	96.442	51.995	35.541	10248.561	67.81	44.668
130	750.711	94.583	50.741	36.093	9906.262	62.242	41.148
131	1751.409	26.133	76.765	45.149	1919.213	14.475	33.642
132	774.657	94.043	50.76	35.662	9794.47	62.353	41.529
133	695.344	95.055	52.156	34.142	9965.527	66.647	44.507
134	832.564	93.873	51.125	34.735	9714.454	67.004	45.561
135	460.026	327.115	39.419	37.437	107768.977	113.397	20.304
136	915.177	91.543	47.393	32.039	9189.473	61.433	42.144
137	925.696	89.692	48.2	32.947	8876.008	61.103	42.922
138	819.427	92.438	49.262	31.782	9380.619	63.721	43.551
139	678.373	165.397	51.731	32.456	28010.817	150.933	65.923
140	912.62	91.512	49.704	32.031	9219.058	63.526	43.948
141	608.348	184.723	51.334	32.718	34802.784	165.821	63.896
142	700.574	97.088	51.306	35.894	10376.298	66.798	43.472
143	942.232	90.0	46.907	33.733	8920.632	60.225	41.99
144	883.444	90.344	48.665	32.411	8971.061	64.418	45.48
145	754.407	94.879	52.242	34.783	9927.113	68.158	45.89
146	1448.696	66.139	117.906	34.485	6304.917	56.231	58.212
147	945.249	91.58	49.214	32.531	9239.349	62.275	42.844
148	967.558	89.373	47.85	32.169	8756.573	65.666	47.307
149	1616.229	100.298	89.203	38.459	11130.153	94.102	69.718
150	734.238	94.404	52.761	33.987	9864.945	65.173	43.63
151	715.959	96.62	51.519	34.729	10219.748	71.898	48.073
152	1435.174	265.016	71.24	44.79	72459.304	112.476	25.087
153	902.646	88.683	48.119	31.524	8651.7	62.802	45.072
154	819.558	96.558	52.673	34.775	10272.44	68.163	44.91
155	1152.501	248.066	53.512	39.261	62303.461	247.91	87.437
156	821.646	238.129	52.042	33.093	57294.997	231.345	76.41
157	800.86	95.064	51.883	33.647	9964.441	65.582	43.63
158	832.534	96.403	51.147	35.496	10240.771	65.446	42.766
159	694.64	95.368	51.314	34.57	10015.874	66.453	44.187
160	766.365	97.009	52.552	35.101	10338.489	70.797	46.886
161	903.79	92.053	48.541	32.194	9297.682	63.515	43.63
162	935.261	91.553	48.667	31.784	9231.005	60.053	40.996
163	775.278	93.826	50.935	34.896	9706.525	66.679	45.316
164	766.367	93.411	51.738	35.667	9693.875	62.692	42.144
165	857.365	91.98	46.679	32.715	9295.593	57.019	38.316
166	923.145	91.925	48.425	32.67	9263.386	65.072	45.072
167	919.743	87.641	47.062	33.781	8460.178	64.264	47.138
168	754.878	296.377	52.126	35.549	89074.833	117.662	23.391
169	952.426	92.246	48.907	32.488	9354.762	62.674	42.766
170	790.202	94.062	51.117	35.335	9783.371	64.559	43.314
171	725.803	98.399	52.791	34.99	10665.081	66.864	42.844
172	749.342	95.015	52.973	34.28	9972.86	67.263	45.072
173	730.984	96.12	52.265	34.735	10201.016	65.465	42.922
174	1581.916	161.451	87.85	52.126	29330.978	63.74	23.266
175	911.07	89.311	48.145	31.585	8783.448	61.318	43.393
176	808.331	94.264	51.696	34.4	9803.535	66.549	44.91
177	786.819	93.027	52.278	34.456	9609.777	63.319	42.922
178	760.143	93.324	51.414	35.24	9678.513	60.93	40.768
179	1059.556	83.873	44.959	37.878	7926.121	38.799	27.581
180	745.334	94.669	52.899	34.751	9889.169	69.147	46.886
181	730.234	94.644	53.338	33.116	9866.375	69.216	46.97
182	815.368	93.667	51.505	34.624	9703.097	64.754	43.709
183	998.362	91.9	49.095	32.197	9305.878	60.854	41.453
184	763.353	94.294	51.476	34.429	9800.271	66.977	45.235
185	906.489	92.221	47.651	33.57	9370.698	57.89	38.903
186	833.969	90.424	47.777	32.105	8993.221	60.888	42.299
187	952.469	91.325	49.027	32.622	9206.192	60.19	41.224
188	834.61	89.223	53.477	31.562	8820.739	66.87	48.504
189	917.466	90.821	46.775	34.209	9103.517	56.169	38.17
190	3095.449	202.707	129.181	67.751	47119.918	112.759	33.78
191	692.19	96.473	51.867	34.89	10252.444	66.66	43.709
192	783.374	94.131	51.457	34.422	9748.887	68.829	46.97
193	1939.311	176.046	84.69	50.913	34146.763	60.591	20.121
194	737.547	93.048	51.479	36.209	9604.527	64.997	44.347
195	906.702	89.958	48.387	32.357	8918.509	61.49	43.157
196	684.176	96.194	50.475	36.546	10221.309	62.416	40.466
197	1728.058	75.908	122.821	34.442	8655.536	57.028	48.677
198	1607.698	165.127	87.992	51.774	30568.335	63.129	22.458
199	766.148	93.94	52.079	33.633	9749.301	65.394	44.107
200	914.883	90.241	45.874	33.162	8941.685	59.027	40.844
201	1515.24	262.903	73.338	42.653	71472.872	106.942	24.017
202	827.827	93.295	50.05	37.266	9651.676	62.826	42.299
203	1487.985	172.401	92.072	38.963	33544.255	38.204	12.827
204	769.974	96.142	52.388	35.136	10196.992	67.241	44.347
205	801.186	94.459	51.381	34.426	9801.553	69.83	47.646
206	1743.955	157.793	87.849	50.555	28175.318	59.464	22.148
207	828.898	95.626	51.344	34.677	10061.799	67.255	44.668
208	1970.862	269.881	110.385	38.149	74211.582	252.708	69.39
209	734.14	95.928	51.813	33.91	10112.243	68.155	45.235
210	905.258	91.35	48.684	32.208	9183.638	61.709	42.532
211	772.596	93.695	51.837	33.637	9660.5	68.647	47.138
212	777.498	91.484	50.065	35.019	9258.002	64.423	44.749
213	794.869	95.011	51.659	34.917	9948.914	67.467	45.235
214	783.056	93.191	50.633	35.773	9623.09	62.911	42.454
215	738.446	98.693	52.24	35.393	10670.842	71.688	46.552
216	772.3	297.727	52.471	35.292	89897.508	114.511	22.644
217	527.103	335.079	41.397	35.344	113068.544	175.373	31.534
218	775.96	95.343	52.573	34.051	10010.387	68.601	46.054
219	751.066	91.572	50.482	35.317	9291.486	64.143	44.427
220	832.367	94.346	49.847	36.509	9830.111	63.989	42.688
221	752.017	93.402	51.879	34.255	9661.697	64.101	43.314
222	1869.512	298.043	88.525	40.146	89642.941	297.516	86.376
223	806.2	94.484	51.491	34.457	9828.947	67.931	45.972
224	934.603	91.5	48.519	32.252	9203.162	62.332	42.922
225	704.435	96.991	52.239	35.832	10392.206	65.351	42.377
226	771.803	95.228	50.999	33.945	9987.775	64.698	42.766
227	708.712	95.585	52.741	34.002	10113.37	63.768	41.836
228	820.067	94.237	53.102	34.74	9844.411	65.853	44.347
229	777.23	91.619	51.841	33.196	9253.588	68.265	48.159
230	1616.453	164.087	86.051	50.988	30066.093	65.04	23.328
231	886.197	92.606	49.156	31.982	9430.59	61.863	41.913
232	938.047	90.502	47.794	32.314	8991.198	63.202	44.267
233	755.022	94.536	51.594	34.913	9858.145	66.996	45.154
234	900.608	92.61	49.131	31.47	9431.987	61.007	41.224
235	467.323	331.765	39.024	38.413	110821.678	152.191	27.323
236	820.189	93.558	52.014	33.539	9646.675	67.684	46.303
237	775.913	91.639	51.02	34.23	9304.474	63.696	44.027
238	713.563	96.905	52.624	33.714	10319.955	68.609	45.072
239	760.449	96.172	52.447	34.771	10204.968	66.64	43.868
240	757.327	94.303	51.615	34.787	9821.102	65.947	44.347
241	926.134	90.25	47.612	32.886	8962.67	61.462	42.922
242	2281.006	178.279	119.887	40.218	37131.351	83.189	27.84
243	825.462	294.827	52.571	33.604	88181.686	110.12	21.963
244	722.389	97.426	52.687	35.197	10461.548	67.489	43.868
245	855.782	88.827	52.348	33.085	8737.603	67.656	49.641
246	786.453	93.926	52.811	33.815	9736.5	68.121	46.469
247	881.8	92.265	48.274	32.163	9344.182	62.074	42.299
248	796.781	91.967	50.696	35.619	9399.091	61.548	41.99
249	941.429	89.551	46.681	33.49	8833.045	59.648	41.759
250	762.564	93.695	52.735	34.585	9713.678	67.052	45.725
251	800.324	96.207	52.078	33.91	10188.848	66.742	43.948
252	722.95	96.277	52.132	36.213	10207.202	70.162	46.803
253	484.486	331.327	38.851	37.784	110488.957	330.914	87.437
254	881.473	91.407	47.572	31.693	9168.572	60.823	41.682
255	1574.94	102.077	89.188	39.148	11608.798	93.953	66.926
256	764.349	96.467	52.739	34.488	10233.915	69.772	46.303
257	856.06	91.219	49.843	36.325	9230.423	63.574	44.187
258	744.29	95.945	50.235	34.129	10125.341	63.31	41.3
259	901.961	92.578	47.974	31.803	9400.166	61.125	41.3
260	2819.67	313.621	70.507	37.758	99195.017	302.118	74.365
261	751.332	95.409	52.916	34.759	10039.721	68.896	46.22
262	737.596	94.208	52.028	34.745	9798.995	67.196	45.48
263	1321.156	132.952	54.805	32.162	19007.343	46.522	20.487
264	1101.35	236.179	49.507	31.025	56301.521	229.38	76.168
265	800.137	94.482	52.654	33.898	9887.592	64.118	42.766
266	791.423	94.356	49.406	35.396	9799.418	64.655	43.236
267	873.481	90.928	47.914	32.478	9057.158	65.393	45.972
268	1512.524	124.595	90.91	38.0	18011.994	81.103	40.617
269	2504.427	169.335	75.903	48.68	29871.875	167.438	81.494
270	773.378	95.304	51.553	33.715	9995.573	66.496	44.267
271	785.554	94.656	52.107	34.292	9862.508	69.037	46.803
272	922.485	90.746	46.977	33.682	9071.103	58.744	40.316
273	936.618	91.236	48.748	31.83	9150.665	62.553	43.314
274	761.042	95.023	50.845	36.146	9958.535	66.756	44.668
275	1381.448	108.713	94.378	39.649	13172.634	98.682	65.23
276	738.046	95.701	52.636	33.912	10096.427	67.205	44.588
277	2701.767	105.507	160.167	41.645	16626.225	74.582	44.991
278	3825.706	108.692	90.838	55.851	13582.878	101.2	68.591
279	781.707	95.84	52.07	34.95	10131.755	66.675	44.107
280	934.88	89.971	48.337	33.058	8924.091	62.115	43.63
281	1322.639	125.951	90.831	39.703	18283.704	85.02	42.454
282	1706.654	113.025	88.819	42.085	14157.097	101.916	64.422
283	742.025	95.901	53.362	35.113	10185.677	65.957	43.472
284	479.405	327.152	38.635	36.533	107771.708	15.251	2.694
285	931.064	90.631	49.93	32.109	9078.08	61.537	42.766
286	1570.078	32.406	81.164	46.241	2636.852	15.493	28.555
287	1820.397	294.78	95.944	38.632	87638.851	294.77	90.0
288	1624.183	163.896	86.942	52.238	30086.967	63.349	22.768
289	919.336	91.815	48.305	32.739	9263.02	62.519	42.922
290	857.269	93.314	51.353	35.108	9658.059	62.609	42.144
291	498.334	332.254	38.584	36.559	111084.651	270.083	54.39
292	777.806	95.152	52.413	33.905	9948.722	70.178	47.561
293	3225.882	105.089	133.995	68.94	17635.898	26.428	14.537
294	891.177	90.372	49.002	31.464	8980.758	63.323	44.507
295	755.678	93.907	52.572	34.189	9730.984	68.338	46.719
296	783.109	93.9	52.483	34.277	9766.054	64.908	43.709
297	457.757	327.989	38.939	36.447	108332.389	9.684	1.719
298	722.897	94.622	52.196	33.449	9853.119	68.208	46.137
299	1881.579	156.093	87.635	50.41	27624.01	58.672	22.086
300	798.141	92.964	51.078	34.787	9559.397	64.692	44.107
301	747.44	96.578	51.894	34.697	10282.418	65.494	42.688
302	895.021	89.931	48.46	32.069	8914.7	61.104	42.766
303	744.953	95.721	51.577	36.505	10141.34	64.253	42.144
304	2197.458	175.512	84.148	50.507	33951.664	56.219	18.663
305	750.913	95.625	50.459	35.849	10102.11	61.985	40.391
306	883.77	91.156	48.715	31.68	9113.951	64.528	45.072
307	1247.585	243.238	105.866	38.435	63125.551	135.521	33.849
308	510.4	328.269	40.353	37.53	108564.306	84.318	14.892
309	5150.074	59.459	125.021	68.52	8004.197	18.368	17.999
310	754.8	94.374	51.732	35.188	9820.71	68.331	46.386
311	741.026	95.475	51.001	34.857	10042.305	65.543	43.314
312	907.718	91.529	48.613	32.179	9224.406	60.688	41.529
313	763.235	94.577	52.164	34.024	9859.456	67.584	45.643
314	764.059	96.783	52.402	34.548	10306.817	68.251	44.83
315	1749.773	162.183	87.22	50.557	29564.99	59.495	21.531
316	906.983	90.641	48.21	32.249	9023.665	63.442	44.427
317	1539.682	165.604	93.461	37.924	31338.307	36.239	12.65
318	715.339	96.005	50.921	34.821	10152.27	64.733	42.377
319	757.869	95.274	50.62	36.034	10013.796	65.226	43.236
320	697.111	94.845	52.078	35.109	9960.335	64.251	42.61
321	517.874	333.654	40.56	36.545	112113.911	148.425	26.423
322	1731.475	232.388	90.895	37.509	54826.427	228.114	79.113
323	779.952	93.3	51.159	33.358	9591.266	66.06	45.072
324	3617.502	213.954	138.445	78.142	50194.489	186.316	60.575
325	1478.467	64.65	117.655	35.438	6019.973	55.725	59.542
326	760.302	250.027	52.022	35.386	63602.0	148.094	36.299
327	817.222	92.174	51.104	36.037	9420.759	65.427	45.235
328	724.111	95.992	52.208	35.593	10172.068	67.006	44.267
329	796.027	94.077	51.056	35.243	9770.507	65.972	44.507
330	921.404	90.917	48.929	32.376	9087.59	64.105	44.83
331	751.313	94.294	51.96	34.653	9797.798	68.65	46.719
332	796.294	94.944	50.802	35.674	9969.374	62.639	41.3
333	890.95	90.751	46.68	32.687	9039.968	60.406	41.759
334	930.747	91.519	48.452	32.443	9185.949	64.773	45.072
335	808.895	92.909	52.585	34.44	9572.101	65.422	44.749
336	618.608	168.171	54.725	33.199	29003.631	151.312	64.158
337	815.542	94.65	52.403	34.203	9861.443	69.481	47.223
338	484.014	329.945	38.114	37.468	109587.114	36.128	6.258
339	782.308	94.326	50.651	34.875	9821.215	64.035	42.766
340	4773.24	323.802	84.706	30.821	105606.175	308.566	72.364
341	931.067	92.34	48.354	31.848	9352.92	62.444	42.532
342	903.855	90.753	47.092	32.985	9055.504	60.225	41.606
343	845.718	239.438	52.691	33.659	57960.739	229.419	73.335
344	938.134	90.902	48.261	33.068	9096.01	62.247	43.236
345	790.699	95.226	51.267	34.169	9994.744	64.967	43.0
346	1815.348	33.376	77.867	44.528	2630.191	16.248	29.144
347	713.126	95.56	52.506	34.417	10056.944	68.691	45.972
348	489.045	326.664	39.426	36.816	107481.416	49.921	8.801
349	736.476	96.555	52.559	35.839	10286.61	68.102	44.83
350	910.527	89.76	48.873	31.867	8871.616	63.017	44.588
351	729.302	94.897	50.308	36.371	9935.181	65.503	43.63
352	537.971	354.629	58.522	26.784	126119.772	354.626	90.0
353	923.153	91.689	49.859	31.886	9254.034	63.57	43.868
354	820.989	94.053	51.577	34.49	9758.447	66.77	45.235
355	487.299	329.48	39.47	37.727	109329.348	79.967	14.064
356	927.483	93.077	48.732	31.577	9481.31	64.495	43.868
357	726.176	94.48	52.552	33.736	9858.177	66.359	44.588
358	760.155	93.736	51.596	35.639	9724.579	65.785	44.588
359	724.466	94.559	50.349	36.429	9854.861	67.471	45.561
360	816.909	95.692	52.343	33.754	10092.457	66.513	44.027
361	500.183	327.018	39.327	36.574	107703.943	88.093	15.605
362	758.403	93.604	53.122	35.238	9719.916	66.627	45.398
363	885.207	91.407	48.901	31.942	9195.473	61.791	42.532
364	809.051	96.094	53.098	34.101	10189.356	67.19	44.347
365	704.898	93.955	52.639	34.259	9742.031	68.435	46.719
366	810.136	94.047	52.603	34.141	9767.605	67.513	45.89
367	490.074	327.67	39.33	35.75	108137.913	22.327	3.899
368	729.668	95.293	53.557	33.779	10045.805	66.278	44.107
369	807.527	93.935	50.902	34.027	9703.804	67.643	46.054
370	699.514	94.299	52.863	35.631	9882.383	64.072	42.766
371	796.766	94.71	52.076	34.775	9904.349	66.721	44.749
372	790.188	97.042	52.783	34.351	10428.749	61.938	39.643
373	827.425	89.279	47.114	32.257	8796.971	57.054	39.717
374	765.53	145.566	53.176	33.724	22511.904	35.47	14.123
375	751.78	229.042	55.122	32.905	53784.551	97.811	25.277
376	2667.906	99.697	89.624	74.159	13302.538	25.725	14.951
377	947.567	90.504	48.544	32.247	9008.546	63.085	44.187
378	912.607	91.135	47.975	32.205	9126.608	61.639	42.532
379	1102.091	234.48	54.789	30.536	55492.407	229.018	77.688
380	741.362	96.498	52.553	34.745	10282.89	65.612	42.844
381	769.173	96.267	51.948	34.017	10187.75	67.884	44.83
382	766.106	93.642	51.591	35.552	9704.72	65.784	44.668
383	947.223	91.211	48.004	32.633	9144.306	62.001	42.844
384	693.421	94.654	53.331	33.42	9902.928	66.698	44.83
385	724.892	97.318	52.536	35.1	10439.644	66.956	43.472
386	912.388	89.698	46.723	32.547	8853.363	59.041	41.148
387	931.819	90.244	47.772	32.261	8954.512	61.702	43.157
388	869.409	89.756	48.085	32.117	8852.659	63.474	44.991
389	777.856	95.307	51.837	35.944	10017.123	68.651	46.054
390	859.307	89.77	47.011	33.246	8880.073	59.377	41.376
391	1979.233	174.184	76.314	42.312	31449.452	163.748	70.052
392	441.499	327.653	38.925	37.268	108111.599	4.648	0.802
393	784.368	96.758	52.975	34.377	10313.087	68.231	44.83
394	848.844	88.707	48.588	32.094	8682.761	61.947	44.267
395	617.894	202.184	52.948	33.946	42253.96	12.043	3.44
396	905.967	91.016	47.798	32.001	9092.864	62.141	43.079
397	735.667	95.221	50.67	35.404	10001.705	64.434	42.61
398	491.033	327.228	39.268	36.771	107843.934	51.589	9.091
399	739.924	93.652	50.97	36.245	9722.584	63.53	42.688
400	624.101	166.866	52.935	33.589	28554.259	150.637	64.555
401	864.894	94.104	48.603	32.462	9696.739	63.73	42.61
402	742.665	92.784	50.538	36.774	9589.112	58.772	39.272
403	896.002	92.618	47.334	32.567	9410.047	60.053	40.391
404	785.839	93.161	51.788	34.138	9602.804	64.893	44.187
405	956.051	92.497	48.232	31.91	9362.841	64.482	44.187
406	1341.229	109.366	95.695	39.458	13388.808	98.229	63.896
407	791.618	95.902	52.238	34.786	10144.256	66.807	44.187
408	966.538	91.916	49.446	31.848	9289.161	63.37	43.551
409	774.233	142.004	54.082	34.127	21543.654	29.004	11.771
410	919.531	90.867	49.18	32.537	9087.465	63.967	44.749
411	477.606	328.381	38.9	37.741	108583.876	100.141	17.758
412	776.068	96.496	52.86	34.818	10263.457	68.312	45.072
413	1207.369	236.383	58.05	29.029	56346.561	231.617	78.522
414	723.347	182.804	53.814	33.798	34379.492	134.1	47.223
415	902.719	92.065	49.38	31.322	9314.446	62.822	43.0
416	800.427	94.858	52.361	34.199	9918.327	67.967	45.807
417	789.053	92.396	51.638	34.659	9458.049	65.001	44.749
418	425.484	329.595	39.557	37.154	109412.538	13.882	2.407
419	1641.522	164.883	85.569	51.018	30243.323	70.578	25.341
420	450.889	328.755	38.647	37.265	108823.39	30.583	5.336
421	783.214	93.333	51.555	36.17	9653.298	65.83	44.83
422	778.357	93.008	51.245	34.575	9569.994	64.552	43.948
423	727.84	94.505	51.071	35.206	9874.488	63.708	42.377
424	724.419	97.887	52.549	34.713	10577.042	64.104	40.92
425	439.099	326.111	38.468	37.238	107043.712	311.179	72.554
426	490.744	328.253	39.585	37.447	108528.46	56.14	9.846
427	868.079	89.07	48.635	31.637	8723.694	64.085	45.972
428	800.565	95.102	52.42	34.058	9964.529	68.088	45.725
429	734.871	95.563	51.991	35.336	10102.859	64.306	42.299
430	789.06	92.373	51.381	35.225	9447.943	65.879	45.48
431	915.649	90.583	48.495	31.819	9019.61	62.73	43.868
432	771.958	96.298	52.395	34.02	10214.709	66.917	44.027
433	740.511	94.326	51.998	33.687	9779.381	69.524	47.476
434	715.971	167.613	51.763	34.7	28828.445	150.651	64.027
435	799.88	92.792	52.11	34.86	9562.175	63.681	43.314
436	776.757	97.318	51.788	35.254	10458.9	62.983	40.316
437	914.826	92.624	47.241	32.368	9405.342	60.171	40.542
438	756.348	297.049	52.284	34.9	89467.224	122.529	24.331
439	796.956	95.339	51.311	34.348	10020.477	65.007	43.0
440	497.708	335.06	39.565	36.463	113016.732	165.106	29.538
441	853.864	236.109	53.782	32.719	56344.577	227.505	74.579
442	1923.505	21.74	80.824	44.937	1250.965	19.668	64.823
443	916.963	89.277	47.809	32.047	8798.778	58.624	41.071
444	764.795	95.176	51.647	34.842	9997.56	65.675	43.63
445	839.768	92.298	51.243	33.426	9410.391	65.06	44.83
446	937.931	90.392	47.826	33.253	9005.747	60.65	42.144
447	722.937	95.571	52.635	33.404	10043.786	68.903	46.137
448	762.07	95.378	51.628	34.227	10009.874	67.487	45.072
449	996.823	88.914	47.121	33.668	8724.06	60.24	42.688
450	729.292	95.683	51.096	34.654	10090.596	64.693	42.532
451	901.04	91.01	47.01	33.774	9113.486	60.023	41.3
452	833.998	93.027	51.63	34.823	9582.068	65.028	44.347
453	756.858	295.16	52.358	34.234	88368.036	112.16	22.334
454	741.597	319.042	52.96	33.539	102467.683	295.419	67.82
455	1308.101	52.277	56.497	30.039	3279.859	48.719	68.749
