EVENT_NUMBER	SIZE	DISTANCE	LENGTH	WIDTH	AZWIDTH	MISS	ALPHA
1957	911.839	91.252	48.077	32.285	9157.156	61.063	41.99
1958	450.058	326.484	41.098	36.055	107427.113	58.367	10.312
1959	2321.732	287.991	74.567	44.107	83934.587	285.665	82.748
1960	505.706	333.694	39.963	36.677	112127.023	135.622	23.954
1961	738.133	95.391	51.591	34.524	10044.682	64.551	42.61
1962	951.654	90.82	47.646	32.246	9072.322	60.158	41.453
1963	461.965	327.551	39.082	38.023	108050.332	17.091	2.981
1964	917.179	90.134	48.929	31.605	8943.836	62.55	43.948
1965	679.421	95.235	52.74	34.383	10008.963	67.591	45.235
1966	470.914	329.452	38.755	37.855	109274.638	195.65	36.441
1967	748.298	95.335	51.519	34.501	10012.08	66.574	44.267
1968	807.877	95.699	51.057	34.621	10070.077	67.106	44.507
1969	798.439	93.411	51.621	33.354	9625.592	65.878	44.83
1970	449.911	330.038	39.449	37.691	109684.626	161.585	29.341
1971	799.113	96.174	52.067	34.442	10192.724	66.466	43.709
1972	798.86	93.614	51.611	33.516	9674.657	65.181	44.107
1973	918.934	96.604	47.837	34.505	10132.418	72.584	48.677
1974	988.412	90.987	48.241	32.19	9085.173	63.836	44.588
1975	2338.941	121.526	101.341	60.087	18098.471	79.635	40.92
1976	942.183	92.037	47.114	32.848	9290.031	61.053	41.529
1977	1631.052	18.503	86.07	45.744	1258.212	14.19	50.085
1978	797.23	90.531	50.632	36.748	9131.091	62.939	44.027
1979	792.295	94.537	51.904	34.761	9856.361	67.673	45.725
1980	761.995	95.271	51.94	34.263	9993.033	67.815	45.398
1981	778.162	93.957	51.048	34.061	9743.255	64.452	43.314
1982	766.782	95.192	51.29	34.728	9973.759	67.416	45.072
1983	818.591	96.113	52.313	34.541	10156.526	69.515	46.303
1984	763.917	94.073	51.733	34.429	9777.295	65.56	44.187
1985	754.701	94.861	52.574	34.288	9954.077	65.246	43.472
1986	871.048	91.671	47.664	32.19	9229.539	60.532	41.3
1987	697.836	93.0	51.501	33.828	9544.46	66.394	45.561
1988	870.565	90.496	48.006	32.212	9031.702	58.741	40.466
1989	949.135	316.757	88.865	39.456	101111.524	316.709	90.0
1990	453.08	329.546	38.966	37.711	109356.698	32.9	5.739
1991	988.25	313.561	87.165	38.425	99059.834	313.38	87.437
1992	748.537	96.572	53.933	33.986	10259.796	71.011	47.307
1993	769.686	97.373	51.846	35.686	10426.696	68.67	44.83
1994	754.169	94.863	52.941	34.24	9940.505	67.325	45.235
1995	797.221	95.677	52.409	34.893	10128.942	64.426	42.299
1996	790.586	94.289	50.067	34.851	9821.72	61.334	40.542
1997	1423.961	125.815	92.837	39.382	18434.341	81.698	40.466
1998	819.323	95.278	52.428	34.002	10014.799	66.609	44.347
1999	738.388	183.853	47.937	35.535	34516.987	166.844	65.094
2000	709.367	94.119	51.385	34.607	9794.318	64.131	42.922
2001	734.715	94.596	52.509	36.501	9928.535	65.798	44.107
2002	918.851	90.742	48.538	32.103	9056.77	62.495	43.551
2003	732.09	97.383	51.822	34.457	10418.933	67.612	43.948
2004	850.331	89.75	47.554	31.682	8855.391	61.019	42.844
2005	763.683	95.331	51.872	34.109	10006.882	67.247	44.83
2006	891.273	101.269	56.882	32.907	11262.233	73.152	46.22
2007	762.816	96.182	52.406	34.541	10183.98	68.438	45.398
2008	587.118	200.537	54.086	34.481	41643.409	20.256	5.797
2009	735.707	96.935	50.816	37.311	10344.452	68.282	44.749
2010	3097.62	204.345	108.909	61.114	46009.952	122.539	36.87
2011	795.541	93.38	51.984	34.637	9649.867	65.664	44.668
2012	754.942	93.52	51.905	34.543	9682.43	64.812	43.868
2013	768.462	296.677	53.063	34.144	89293.713	114.002	22.582
2014	786.262	95.007	52.905	34.237	9966.027	67.531	45.316
2015	717.441	96.489	52.867	35.264	10263.392	68.897	45.561
2016	911.636	89.234	48.56	32.674	8806.766	59.839	42.144
2017	786.574	95.625	51.753	34.323	10048.498	68.956	46.137
2018	913.045	89.869	47.251	32.745	8899.502	59.15	41.148
2019	740.921	93.798	52.426	35.484	9761.351	65.048	43.868
2020	802.862	94.448	53.142	33.707	9846.722	68.01	46.054
2021	749.999	93.311	50.885	35.28	9641.422	63.372	42.766
2022	774.375	97.095	52.615	35.289	10363.628	70.51	46.552
2023	723.063	93.883	50.787	35.386	9756.015	62.835	41.99
2024	802.461	94.147	50.945	36.646	9833.071	62.42	41.529
2025	785.974	318.759	51.828	34.007	102315.589	289.774	65.368
2026	476.82	329.181	38.527	36.722	109099.738	16.883	2.923
2027	737.095	96.359	52.245	35.077	10237.445	67.097	44.107
2028	1738.63	170.553	86.661	53.609	32213.288	76.148	26.487
2029	885.854	90.412	48.605	31.718	8982.199	63.402	44.507
2030	728.884	96.373	52.069	35.248	10219.095	69.111	45.807
2031	747.029	93.551	51.721	34.38	9698.884	63.058	42.377
2032	746.488	91.635	53.27	33.433	9323.572	65.629	45.725
2033	762.561	95.694	52.426	34.847	10064.662	70.967	47.902
2034	1282.107	107.71	92.874	39.672	12887.19	98.62	66.348
2035	1571.269	164.866	85.834	52.199	30302.457	66.945	23.954
2036	741.032	95.617	51.594	34.193	10059.752	67.119	44.588
2037	694.093	167.071	50.078	35.622	28630.246	154.109	67.22
2038	913.313	91.201	47.595	32.165	9139.929	60.383	41.453
2039	1686.162	170.184	85.052	52.22	32075.483	65.806	22.768
2040	1863.507	122.983	93.635	35.88	18448.49	53.006	25.531
2041	696.551	145.92	51.307	34.888	22519.723	40.192	15.962
2042	674.443	183.263	51.26	33.414	34260.135	167.622	66.206
2043	761.239	91.834	51.639	34.576	9345.272	65.324	45.316
2044	760.366	95.453	53.903	34.415	10074.438	68.147	45.561
2045	765.301	98.387	51.374	34.798	10608.962	68.497	44.107
2046	913.195	90.986	48.867	32.829	9122.528	62.266	43.157
2047	722.759	93.99	52.117	34.741	9735.303	69.357	47.561
2048	910.46	91.093	48.681	32.281	9134.592	61.859	42.766
2049	943.343	90.332	47.101	33.505	8991.57	59.174	40.92
2050	1236.159	232.509	49.787	32.936	54631.565	227.171	77.688
2051	1760.202	172.404	84.183	49.633	32812.218	61.472	20.916
2052	739.296	96.033	52.505	34.07	10175.12	65.959	43.393
2053	920.453	92.613	49.514	31.104	9410.854	63.745	43.472
2054	691.09	95.269	54.001	34.751	10057.936	67.054	44.749
2055	808.775	94.115	52.242	34.606	9799.919	65.612	44.187
2056	930.259	92.932	48.902	32.7	9486.204	63.017	42.688
2057	763.188	94.015	51.436	35.651	9819.618	60.82	40.316
2058	638.693	181.086	49.047	34.685	33507.365	161.729	63.253
2059	754.844	91.845	53.192	33.767	9357.283	66.476	46.386
2060	786.207	94.966	51.935	35.784	10009.391	62.14	40.844
2061	1253.972	253.516	48.972	29.625	64749.785	246.378	76.41
2062	773.547	95.427	52.111	33.829	10035.895	66.437	44.107
2063	849.855	92.167	48.648	31.915	9355.701	59.264	40.016
2064	725.16	93.267	51.358	34.129	9633.736	62.773	42.299
2065	764.442	94.584	51.506	35.976	9916.952	63.154	41.913
2066	1687.367	170.749	85.343	54.164	32236.805	72.959	25.277
2067	758.626	93.755	51.485	35.708	9725.191	65.957	44.749
2068	786.978	96.591	53.128	34.578	10272.38	69.495	45.972
2069	2554.136	99.572	80.545	38.558	11995.615	61.189	37.952
2070	443.899	327.868	38.908	35.811	108251.46	20.0	3.497
2071	745.716	94.99	51.812	34.477	9985.629	62.941	41.529
2072	810.569	93.508	50.559	36.461	9737.313	57.031	37.59
2073	809.045	93.676	52.391	34.343	9706.996	66.218	44.991
2074	752.562	94.371	53.861	34.017	9861.879	67.285	45.48
2075	723.832	95.082	51.822	34.756	9977.849	66.082	44.027
2076	777.097	95.094	51.954	34.178	9959.186	67.605	45.316
2077	719.302	97.112	53.55	33.939	10372.381	69.958	46.054
2078	865.544	47.081	52.458	34.576	2755.955	46.862	84.268
2079	1228.723	258.257	79.011	39.104	68640.26	180.371	44.267
2080	543.426	334.171	39.267	36.792	112421.45	143.629	25.468
2081	736.545	97.912	52.158	36.032	10574.004	65.911	42.299
2082	767.697	95.026	49.351	36.135	9933.144	65.614	43.63
2083	914.835	90.12	48.597	31.164	8926.875	62.608	44.027
2084	943.063	92.388	49.325	32.806	9355.622	67.021	46.469
2085	1853.356	145.103	82.15	42.003	23585.843	76.411	31.803
2086	455.072	326.67	39.416	36.918	107483.713	61.055	10.778
2087	908.57	90.077	47.972	32.673	8948.366	59.943	41.682
2088	734.858	169.396	51.686	33.255	29379.951	153.479	64.958
2089	747.51	97.097	51.54	33.917	10335.784	68.661	44.991
2090	3910.325	118.904	115.205	81.722	19327.3	46.061	22.768
2091	777.766	93.596	51.731	34.419	9701.371	63.788	43.0
2092	779.042	94.916	50.557	34.826	9917.427	65.9	43.948
2093	1437.038	106.84	91.921	40.076	12817.092	95.542	63.38
2094	731.207	95.661	51.23	33.956	10068.196	65.894	43.551
2095	886.104	89.986	46.632	32.881	8888.919	61.704	43.314
2096	892.448	91.01	49.486	32.04	9132.743	62.089	43.0
2097	885.157	240.143	51.333	32.495	58242.142	232.669	75.696
2098	897.54	90.521	49.174	31.909	9034.352	61.735	43.0
2099	501.01	331.939	38.566	38.058	110924.357	25.182	4.359
2100	785.919	94.633	52.73	34.318	9895.997	66.873	44.991
2101	472.404	328.326	38.681	36.649	108536.832	97.532	17.278
2102	1030.61	237.075	50.698	30.575	56697.867	232.988	79.42
2103	779.942	94.734	51.672	33.975	9887.432	66.695	44.749
2104	917.264	88.92	46.351	33.962	8745.874	55.022	38.243
2105	951.193	92.526	48.175	32.344	9388.166	62.778	42.688
2106	690.145	96.436	52.516	35.265	10273.167	66.007	43.157
2107	840.288	90.997	48.23	31.315	9097.717	61.31	42.377
2108	503.255	329.232	39.521	37.684	109171.872	1.675	0.286
2109	795.529	93.579	52.843	34.242	9670.346	68.599	47.138
2110	742.631	93.959	51.707	35.242	9743.974	67.884	46.22
2111	1295.473	268.984	81.47	38.473	75420.027	72.195	15.545
2112	974.458	90.352	49.368	32.465	8992.214	64.076	45.154
2113	4601.381	231.333	80.053	72.949	56137.283	225.826	77.422
2114	757.045	96.593	52.438	34.333	10315.911	63.275	40.92
2115	788.94	294.853	53.329	34.145	88223.768	114.61	22.892
2116	705.88	320.614	43.616	34.373	103388.407	317.937	82.748
2117	814.517	92.96	51.508	33.794	9559.778	64.123	43.63
2118	773.588	96.925	52.184	35.389	10346.745	67.914	44.507
2119	720.44	94.933	51.881	34.846	9927.506	68.465	46.137
2120	759.426	96.065	52.057	34.206	10177.967	65.388	42.922
2121	655.608	168.268	52.147	34.061	29026.398	152.258	64.823
2122	779.201	93.269	50.959	36.212	9644.639	63.882	43.236
2123	747.767	96.083	51.659	34.845	10171.106	66.413	43.709
2124	909.4	90.873	48.472	32.31	9074.724	63.38	44.187
2125	703.312	94.154	53.382	35.804	9824.808	68.348	46.552
2126	920.073	91.64	49.4	32.059	9261.931	60.88	41.606
2127	937.718	90.065	48.209	32.334	8928.117	62.158	43.63
2128	1790.582	155.343	87.265	49.43	27347.385	59.342	22.458
2129	627.871	185.18	49.562	34.2	34975.302	169.292	66.064
2130	717.593	95.462	52.988	33.984	10079.624	65.235	43.079
2131	1279.343	104.957	94.938	39.034	12227.529	97.453	68.279
2132	786.63	92.432	50.987	34.723	9459.077	64.112	43.948
2133	676.952	93.722	51.454	36.745	9764.905	62.43	41.759
2134	767.34	95.643	51.254	34.07	10065.695	66.014	43.63
2135	877.514	92.01	46.957	33.079	9285.901	60.834	41.376
2136	1408.596	232.792	51.304	29.103	54692.709	222.191	72.554
2137	750.775	95.081	52.787	33.948	9970.894	67.756	45.48
2138	720.445	95.427	51.337	35.342	10060.809	64.151	42.222
2139	747.445	93.472	50.984	36.988	9723.739	60.413	40.241
2140	495.023	333.2	40.842	37.447	111837.761	112.846	19.816
2141	914.915	89.773	53.81	32.798	8960.066	66.317	47.646
2142	1473.383	106.819	94.189	38.868	12707.382	97.481	65.923
2143	745.685	96.403	51.712	33.957	10225.989	66.136	43.314
2144	2998.66	295.101	79.358	55.82	89499.789	195.774	41.529
2145	796.316	94.511	50.552	35.893	9854.441	65.896	44.187
2146	898.846	88.994	47.149	33.654	8727.558	61.779	43.948
2147	938.028	91.078	50.096	32.344	9144.537	64.057	44.668
2148	681.371	95.661	52.152	33.864	10067.61	68.004	45.316
2149	969.647	92.393	47.891	32.873	9345.017	64.969	44.668
2150	724.629	98.269	52.653	34.614	10597.903	69.988	45.398
2151	911.833	89.646	47.379	33.104	8854.318	60.647	42.61
2152	770.754	95.312	53.195	34.258	10050.25	66.04	43.868
2153	800.29	92.475	51.441	34.711	9440.385	67.857	47.223
2154	618.354	167.799	52.281	33.429	28849.337	152.284	65.23
2155	558.791	353.915	58.537	26.13	125596.933	353.915	90.0
2156	770.707	93.35	52.009	33.518	9604.08	67.806	46.552
2157	496.817	323.256	38.108	36.899	105209.002	147.211	27.065
2158	869.443	89.645	49.517	31.601	8846.947	64.338	45.89
2159	809.491	180.478	44.177	34.381	33186.64	173.547	74.154
2160	783.532	93.649	52.568	34.043	9699.702	66.357	45.154
2161	463.716	330.544	39.164	37.723	110006.712	183.907	33.78
2162	1570.997	62.084	115.43	34.732	5297.012	56.114	64.689
2163	783.168	94.955	50.799	34.75	9925.863	66.322	44.267
2164	770.181	92.089	50.149	35.24	9359.887	66.543	46.303
2165	872.283	94.409	51.099	35.999	9874.587	62.935	41.836
2166	925.686	91.398	49.338	31.935	9209.761	61.19	41.99
2167	2539.497	60.39	113.327	46.338	7146.918	29.103	28.816
2168	827.632	94.711	50.638	33.779	9854.543	66.822	44.91
2169	768.528	94.873	51.956	34.209	9945.161	64.739	43.0
2170	1383.64	107.144	93.971	38.721	12724.178	98.586	66.926
2171	715.934	96.127	53.535	34.241	10188.613	68.995	45.89
2172	488.066	329.758	38.414	37.955	109461.417	295.614	63.637
2173	956.892	84.616	46.668	39.876	8120.129	39.603	27.905
2174	534.586	334.73	40.897	35.503	112850.796	120.123	21.039
2175	2132.983	181.433	92.598	47.448	36606.788	63.859	20.61
2176	741.875	96.462	51.921	34.838	10244.972	67.264	44.187
2177	777.439	93.805	50.684	35.856	9742.58	63.14	42.299
2178	752.15	95.776	52.987	33.481	10131.342	65.594	43.236
2179	910.256	91.794	48.041	32.604	9250.782	62.536	42.922
2180	906.802	91.388	47.407	33.866	9171.784	63.237	43.789
2181	780.302	97.074	51.473	35.504	10364.164	67.623	44.187
2182	714.091	92.648	50.241	36.566	9520.059	63.028	42.844
2183	492.072	328.457	38.395	35.967	108610.046	102.408	18.18
2184	745.887	94.295	52.603	34.432	9820.131	67.602	45.807
2185	817.891	237.103	52.157	32.742	56810.181	228.385	74.365
2186	718.982	185.336	51.627	35.97	35092.244	170.726	67.073
2187	1351.253	129.994	90.604	40.21	19450.922	83.483	39.941
2188	791.201	94.145	50.681	35.792	9782.489	66.111	44.588
2189	812.307	94.178	51.42	34.271	9772.31	67.132	45.48
2190	918.718	89.11	48.77	31.489	8760.162	61.221	43.393
2191	1774.124	160.142	87.601	49.614	28900.509	60.782	22.334
2192	711.693	92.984	52.312	34.371	9571.765	66.097	45.316
2193	681.095	97.549	51.522	35.257	10434.91	70.028	45.89
2194	695.989	226.378	51.819	34.161	52432.372	98.378	25.785
2195	855.768	94.59	51.661	34.94	9855.675	68.526	46.386
2196	1542.453	170.605	86.084	52.142	32313.672	63.095	21.716
2197	779.546	93.755	50.192	36.021	9730.458	62.207	41.606
2198	907.474	90.661	47.481	32.349	9026.361	61.803	43.0
2199	727.542	295.604	53.825	33.589	88680.378	117.597	23.453
2200	846.463	226.718	51.78	32.92	52605.466	88.571	23.017
2201	710.445	93.654	51.502	34.072	9646.405	69.211	47.646
2202	832.685	91.323	53.503	33.771	9230.442	69.121	49.2
2203	888.181	90.587	47.635	32.698	9043.882	58.918	40.542
2204	738.467	95.02	51.453	34.538	9921.131	69.343	46.886
2205	826.393	49.688	52.195	33.997	2995.081	49.549	85.561
2206	693.892	198.562	52.899	32.328	40796.331	16.169	4.646
2207	788.555	93.822	50.156	36.081	9742.782	62.263	41.606
2208	723.607	95.492	51.68	34.537	10055.111	65.811	43.551
2209	778.959	95.593	52.976	34.553	10095.456	66.957	44.427
2210	500.257	322.567	39.424	36.857	104821.997	41.085	7.296
2211	736.213	95.261	52.807	35.425	10057.727	65.088	43.079
2212	779.676	95.352	53.881	34.594	10091.971	65.005	43.0
2213	495.977	331.442	38.876	36.85	110593.822	139.046	24.835
2214	896.446	91.601	48.976	32.281	9210.791	64.769	44.991
2215	1817.697	159.661	86.655	49.396	28694.582	59.358	21.839
2216	769.284	93.328	52.778	35.344	9669.278	65.701	44.749
2217	703.496	95.661	52.038	35.23	10086.1	68.047	45.316
2218	887.744	90.881	47.255	32.335	9054.742	62.723	43.63
2219	767.32	93.835	50.798	35.322	9719.602	65.844	44.588
2220	725.351	94.262	50.991	34.957	9764.931	69.719	47.731
2221	920.497	92.729	48.937	32.185	9430.561	64.149	43.789
2222	853.563	91.226	48.297	32.01	9127.074	64.062	44.588
2223	769.219	226.3	51.574	33.096	52407.722	88.559	23.017
2224	727.599	98.175	53.095	36.442	10602.405	71.674	46.886
2225	907.44	91.185	48.513	31.735	9116.614	64.439	44.991
2226	766.742	94.343	52.674	34.417	9864.667	64.45	43.079
2227	776.828	96.944	51.263	33.886	10321.255	66.241	43.079
2228	804.729	95.155	52.654	34.073	10001.174	66.201	44.107
2229	611.366	169.927	50.973	33.621	29573.064	152.735	64.027
2230	969.746	91.398	48.821	31.539	9174.546	63.056	43.63
2231	690.425	253.188	51.997	34.81	65200.131	145.485	35.1
2232	901.606	90.72	47.991	32.427	9041.307	62.848	43.868
2233	642.403	168.258	52.923	33.01	29014.999	150.809	63.637
2234	749.327	93.742	51.962	36.091	9758.817	63.931	43.0
2235	830.509	92.749	51.758	35.56	9534.226	65.908	45.316
2236	756.393	93.508	52.02	34.468	9679.885	65.001	44.027
2237	705.351	94.779	51.843	33.306	9905.875	65.208	43.472
2238	469.245	325.726	40.235	37.28	106903.399	17.088	2.981
2239	880.699	51.657	52.32	33.482	3201.13	50.842	79.737
2240	707.951	95.972	49.594	36.504	10176.388	59.062	37.952
2241	738.542	97.871	52.712	34.728	10556.659	66.356	42.688
2242	754.438	95.396	52.368	33.94	10042.149	66.011	43.789
2243	779.643	296.199	52.629	33.78	88992.867	112.31	22.272
2244	1596.586	102.53	90.595	37.233	13264.019	55.294	32.616
2245	1764.159	262.285	51.504	33.96	69393.18	257.788	79.42
2246	6740.143	288.198	122.807	57.531	85449.559	268.663	68.749
2247	747.554	95.139	53.477	34.176	10004.425	67.576	45.235
2248	531.074	328.043	40.11	36.582	108413.125	15.557	2.694
2249	758.07	93.133	50.851	35.558	9617.996	62.481	42.144
2250	456.331	328.583	39.155	37.726	108712.64	187.865	34.89
2251	842.264	94.583	52.59	34.621	9877.052	67.864	45.89
2252	916.274	90.552	47.991	32.255	9001.516	63.509	44.507
2253	754.801	144.951	54.518	34.29	22413.663	29.124	11.595
2254	510.628	331.195	38.713	38.009	110436.403	43.683	7.585
2255	757.106	92.353	51.928	35.743	9494.94	62.771	42.844
2256	779.121	95.1	51.123	36.577	10020.992	62.674	41.224
2257	825.396	98.184	51.906	34.758	10552.262	71.285	46.552
2258	489.43	320.053	40.88	37.615	103219.763	193.913	37.301
2259	938.566	91.357	47.612	32.241	9162.494	61.399	42.222
2260	754.364	92.86	52.351	33.805	9541.349	65.958	45.235
2261	790.315	92.463	50.928	36.22	9492.861	63.409	43.314
2262	853.179	91.071	51.729	33.745	9174.307	66.579	46.97
2263	819.336	95.598	51.6	35.24	10084.325	65.858	43.551
2264	724.353	93.552	50.709	35.096	9656.678	66.092	44.91
2265	1780.155	108.959	86.727	35.965	14473.876	57.717	32.005
2266	1726.198	179.394	87.929	54.247	35513.358	69.768	22.892
2267	791.692	320.054	51.965	34.517	103189.297	283.643	62.375
2268	772.461	95.442	50.705	34.525	10046.127	63.001	41.3
2269	759.543	94.258	51.197	35.19	9799.582	66.922	45.235
2270	770.132	94.958	52.845	34.73	9953.567	68.361	46.054
2271	943.395	90.401	48.228	32.053	8994.264	61.422	42.766
2272	746.206	94.648	52.063	34.938	9868.814	69.225	46.97
2273	811.858	94.003	52.946	33.757	9767.729	66.897	45.398
2274	878.166	102.954	57.105	32.5	11661.671	70.378	43.157
2275	888.135	92.382	47.92	33.139	9361.388	63.278	43.236
2276	931.587	89.953	47.292	33.586	8910.768	61.318	43.0
2277	712.715	97.859	52.537	34.42	10549.111	65.965	42.377
2278	929.195	90.283	48.654	32.007	8955.948	64.15	45.316
2279	882.419	90.111	47.635	33.082	8963.327	58.491	40.466
2280	751.828	319.277	53.72	34.242	102677.769	288.727	64.689
2281	691.298	167.753	53.07	33.373	28827.395	153.591	66.348
2282	734.221	95.053	53.081	34.282	9985.975	66.993	44.83
2283	729.992	93.166	51.446	33.324	9558.361	67.262	46.22
2284	488.075	332.026	39.946	35.843	110989.041	183.17	33.504
2285	2329.676	204.686	114.476	53.203	47850.81	37.784	10.661
2286	900.38	90.623	48.251	32.109	9024.579	62.843	43.868
2287	737.431	95.98	51.794	34.877	10141.647	67.711	44.83
2288	769.755	98.112	52.085	34.724	10552.664	70.136	45.643
2289	791.152	94.376	52.694	34.959	9838.107	68.41	46.469
2290	729.426	97.727	51.13	35.614	10495.069	66.955	43.236
2291	869.204	97.066	50.617	35.592	10336.226	68.459	44.83
2292	782.372	94.193	51.863	34.053	9765.845	68.653	46.803
2293	1681.495	174.592	75.285	43.859	31569.739	167.698	73.946
2294	1473.475	34.621	78.88	47.025	2777.411	17.156	29.736
2295	779.018	94.895	51.998	33.235	9921.299	66.192	44.267
2296	502.828	323.591	41.418	37.188	105455.562	263.736	54.587
2297	758.318	95.321	51.944	35.368	10049.398	64.826	42.844
2298	745.473	95.349	52.685	33.864	10015.754	68.181	45.643
2299	779.566	94.036	50.358	35.643	9765.231	64.457	43.236
2300	711.903	95.048	52.187	34.773	9987.615	65.34	43.393
2301	737.286	93.265	50.748	36.047	9652.115	61.977	41.682
2302	1507.199	133.193	89.961	40.388	20403.569	80.615	37.229
2303	1548.799	166.559	86.619	53.215	30925.785	67.606	23.954
2304	716.285	93.532	52.442	33.116	9667.198	65.693	44.588
2305	907.008	93.14	48.904	32.117	9524.066	62.392	42.067
2306	872.053	92.298	47.79	32.415	9337.553	62.634	42.766
2307	1543.678	224.227	113.116	35.205	53606.935	160.435	45.725
2308	670.835	95.755	52.637	35.274	10126.078	67.424	44.749
2309	818.504	93.244	50.656	33.663	9545.101	68.856	47.561
2310	991.974	92.083	47.012	34.262	9315.037	61.103	41.606
2311	739.192	93.659	51.963	35.036	9694.403	67.204	45.89
2312	483.307	329.37	38.537	36.995	109223.889	38.689	6.719
2313	2066.291	199.172	91.788	35.762	43425.591	55.595	16.201
2314	3048.549	286.981	69.553	65.086	84607.609	194.696	42.688
2315	688.464	296.618	53.131	33.432	89241.948	121.306	24.142
2316	836.961	91.526	51.799	34.046	9277.108	65.739	45.89
2317	745.371	93.52	49.907	35.075	9660.427	62.693	42.067
2318	894.104	88.553	47.776	33.944	8690.4	58.494	41.376
2319	712.402	96.444	51.12	35.516	10232.147	67.318	44.267
2320	721.69	97.642	53.41	33.807	10500.592	67.683	43.868
2321	909.413	315.371	88.693	38.949	100220.155	315.079	87.437
2322	916.625	92.235	48.491	33.055	9328.669	65.228	44.991
2323	767.941	93.832	51.464	33.655	9689.743	67.698	46.137
2324	770.283	95.188	54.197	34.733	10030.031	68.449	45.972
2325	1045.999	200.698	49.517	37.95	41473.612	33.625	9.672
2326	917.988	89.519	47.431	32.476	8808.017	62.478	44.267
2327	725.008	95.235	50.644	35.93	10009.503	64.686	42.766
2328	789.081	94.038	52.745	33.205	9741.851	68.578	46.803
2329	868.515	90.27	47.584	32.106	8989.301	57.254	39.346
2330	809.954	95.046	51.471	34.978	9982.483	64.285	42.532
2331	1629.322	157.466	87.473	51.521	28025.073	61.884	23.141
2332	493.163	330.298	38.376	37.527	109807.903	279.677	57.887
2333	1547.892	102.488	91.196	38.033	11651.308	94.946	67.82
2334	527.333	332.602	40.279	36.248	111409.396	128.842	22.768
2335	731.305	95.07	51.96	35.481	9984.962	66.618	44.507
2336	790.748	92.666	52.535	34.083	9515.466	65.665	45.154
2337	778.814	95.052	51.512	34.389	9940.78	67.914	45.561
2338	721.871	95.541	51.512	35.684	10077.842	65.819	43.551
2339	926.216	90.226	47.529	32.216	8931.912	63.23	44.507
2340	747.053	93.66	52.102	34.06	9691.223	66.346	45.072
2341	892.805	89.441	48.417	31.466	8811.46	61.4	43.314
2342	1350.761	107.115	95.491	39.135	12732.957	98.854	67.369
2343	771.579	96.532	52.987	33.685	10244.498	69.343	45.89
2344	768.001	95.959	52.165	35.291	10142.457	68.757	45.807
2345	704.097	94.273	53.162	34.484	9847.026	66.047	44.507
2346	924.682	84.743	47.894	40.339	8183.201	40.279	28.359
2347	777.238	95.279	50.848	36.892	10032.452	65.366	43.314
2348	901.131	89.295	48.699	30.783	8775.444	62.042	44.027
2349	771.753	93.777	52.078	34.816	9735.551	65.345	44.187
2350	868.853	91.955	48.514	32.242	9276.76	63.753	43.868
2351	741.176	321.266	54.109	33.554	103926.277	292.507	65.505
2352	747.989	321.257	53.196	34.376	103940.988	291.197	64.958
2353	724.783	320.227	53.957	35.088	103307.248	290.359	65.094
2354	1965.944	303.101	76.738	48.974	93180.748	292.429	74.796
2355	916.036	91.856	47.234	34.242	9281.164	60.519	41.224
2356	2299.298	229.793	74.591	47.296	54398.402	192.262	56.825
2357	926.229	243.306	49.913	34.922	59891.458	225.811	68.125
2358	1506.687	166.816	87.878	53.033	31137.82	63.345	22.334
2359	662.672	166.353	51.988	33.335	28370.062	149.88	64.29
2360	758.175	97.638	51.495	35.076	10452.73	69.672	45.561
2361	3672.632	118.174	158.355	39.276	20070.165	77.789	41.148
2362	888.215	91.412	49.002	31.509	9199.478	61.108	41.913
2363	902.649	90.485	49.744	31.451	9034.71	61.775	43.079
2364	754.196	95.596	52.091	35.076	10067.735	68.46	45.725
2365	752.707	93.676	50.475	34.784	9677.69	65.295	44.187
2366	1595.712	101.52	90.571	38.269	11427.934	94.491	68.591
2367	683.225	95.1	53.625	34.12	10009.994	66.651	44.507
2368	1572.716	102.292	91.705	39.09	11650.663	94.722	67.82
2369	702.482	94.537	53.215	35.009	9883.723	68.317	46.303
2370	1001.256	84.415	46.493	39.883	8090.967	35.439	24.835
2371	787.496	169.713	51.124	33.789	29516.245	151.212	62.999
2372	786.875	94.908	51.83	34.258	9923.468	67.339	45.235
2373	906.655	90.913	47.915	32.122	9051.027	65.162	45.807
2374	934.24	90.042	47.569	33.322	8950.394	58.692	40.693
2375	778.328	92.912	50.067	34.779	9548.514	62.003	41.836
2376	956.758	89.458	46.829	33.621	8807.623	61.491	43.393
2377	819.766	89.534	48.326	31.32	8839.201	59.849	41.913
2378	706.472	93.865	52.282	34.17	9751.699	64.989	43.789
2379	770.686	95.476	49.758	35.651	10022.857	65.731	43.472
2380	751.883	96.389	52.702	34.428	10217.017	69.702	46.303
2381	912.358	90.273	47.398	33.227	9002.312	56.725	38.903
2382	457.432	330.015	40.559	37.545	109714.51	116.878	20.732
2383	737.918	95.428	51.707	34.774	10033.526	67.154	44.749
2384	789.245	95.548	51.954	34.523	10078.666	65.216	43.079
2385	821.203	93.543	50.272	35.724	9674.298	63.793	43.0
2386	835.92	89.374	48.402	31.876	8793.583	62.544	44.427
2387	806.064	95.319	51.76	34.547	10012.216	66.897	44.588
2388	909.059	92.512	49.317	32.216	9401.785	63.756	43.551
2389	780.251	96.139	52.304	33.666	10191.906	65.33	42.844
2390	769.335	50.209	52.725	33.352	3035.167	49.893	83.72
