channel	pmt	cluster	global_number	gain	k_adc	rel_sens	code_per_pe	x	y	cur_count_rate_channel	amplitude	ignore_status
19 10 7 287 1.002 6.056 1.064 2.647 -194.32 116.36 9 0 0
20 2 7 63 1.138 1.114 1.065 16.357 -154.55 20.35 10 0 0
21 2 7 63 1.138 5.492 1.065 3.316 -154.55 20.35 10 0 0
22 9 7 259 0.991 1.198 0.985 13.234 -170.52 98.1 11 0 0
23 9 7 259 0.991 4.613 0.985 3.438 -170.52 98.1 11 0 0
24 7 7 203 1.079 1.221 0.975 14.15 -126.83 31.83 12 0 0
25 7 7 203 1.079 6.022 0.975 2.868 -126.83 31.83 12 0 0
26 14 7 399 0.909 1.195 0.897 12.161 -142.8 109.58 13 0 0
27 14 7 399 0.909 6.771 0.897 2.147 -142.8 109.58 13 0 0
28 6 7 175 0.955 1.188 1.14 12.86 -122.92 61.57 14 0 0
29 6 7 175 0.955 5.566 1.14 2.744 -122.92 61.57 14 0 0
30 13 7 371 0.859 1.244 0.854 11.042 -138.89 139.32 15 0 0
31 13 7 371 0.859 5.419 0.854 2.536 -138.89 139.32 15 0 0
32 24 7 679 0.865 1.169 1.1 11.845 -119.0 91.31 16 0 0
33 24 7 679 0.865 5.479 1.1 2.526 -119.0 91.31 16 0 0
34 17 7 483 0.923 1.123 1.148 13.15 -134.97 169.06 17 0 0
35 17 7 483 0.923 6.599 1.148 2.237 -134.97 169.06 17 0 0
36 25 7 707 1.035 1.097 0.995 15.101 -115.09 121.06 18 0 0
37 25 7 707 1.035 5.726 0.995 2.893 -115.09 121.06 18 0 0
38 18 7 511 1.023 1.136 1.006 14.414 -131.06 198.81 19 0 0
39 18 7 511 1.023 6.001 1.006 2.729 -131.06 198.81 19 0 0
40 26 7 735 0.796 1.179 1.32 10.799 -87.37 132.54 20 0 0
41 26 7 735 0.796 6.2 1.32 2.053 -87.37 132.54 20 0 0
42 19 7 539 1.059 1.177 0.885 14.396 -103.34 210.29 21 0 0
43 19 7 539 1.059 5.809 0.885 2.918 -103.34 210.29 21 0 0
44 27 7 763 0.837 1.116 1.12 11.996 -63.57 114.28 22 0 0
45 27 7 763 0.837 5.621 1.12 2.381 -63.57 114.28 22 0 0
46 20 7 567 1.173 1.163 0.759 16.136 -79.54 192.02 23 0 0
47 20 7 567 1.173 5.176 0.759 3.626 -79.54 192.02 23 0 0
48 28 7 791 0.955 1.219 0.984 12.53 -67.49 84.53 24 0 0
49 28 7 791 0.955 6.118 0.984 2.497 -67.49 84.53 24 0 0
50 21 7 595 1.081 1.172 1.068 14.757 -83.46 162.28 25 0 0
51 21 7 595 1.081 6.381 1.068 2.71 -83.46 162.28 25 0 0
52 23 7 651 0.866 1.064 1.091 13.029 -95.2 73.05 26 0 0
53 23 7 651 0.866 5.357 1.091 2.587 -95.2 73.05 26 0 0
54 16 7 455 1.016 1.203 1.105 13.509 -111.17 150.8 27 0 0
55 16 7 455 1.016 6.056 1.105 2.684 -111.17 150.8 27 0 0
56 22 7 623 0.791 1.203 1.289 10.519 -91.29 102.79 28 0 0
57 22 7 623 0.791 7.02 1.289 1.802 -91.29 102.79 28 0 0
58 15 7 427 1.159 1.215 0.899 15.257 -107.26 180.54 29 0 0
59 15 7 427 1.159 5.185 0.899 3.575 -107.26 180.54 29 0 0
4 1 8 36 0.981 1.26 1.016 12.459 -31.94 155.5 2 0 0
5 1 8 36 0.981 5.966 1.016 2.631 -31.94 155.5 2 0 0
6 8 8 232 0.963 1.144 1.207 13.471 -47.91 233.25 3 0 0
7 8 8 232 0.963 6.754 1.207 2.281 -47.91 233.25 3 0 0
8 5 8 148 0.826 1.186 1.191 11.138 -28.02 185.24 4 0 0
9 5 8 148 0.826 6.507 1.191 2.03 -28.02 185.24 4 0 0
10 12 8 344 1.451 1.159 0.889 20.022 -43.99 262.99 5 0 0
11 12 8 344 1.451 5.286 0.889 4.392 -43.99 262.99 5 0 0
12 4 8 120 0.924 1.16 0.946 12.751 -55.74 173.76 6 0 0
13 4 8 120 0.924 5.163 0.946 2.864 -55.74 173.76 6 0 0
14 11 8 316 0.868 1.148 0.775 12.095 -71.71 251.51 7 0 0
15 11 8 316 0.868 5.775 0.775 2.405 -71.71 251.51 7 0 0
16 3 8 92 0.89 1.226 1.146 11.61 -59.65 144.02 8 0 0
17 3 8 92 0.89 5.214 1.146 2.73 -59.65 144.02 8 0 0
18 10 8 288 0.848 1.23 1.166 11.033 -75.62 221.77 9 0 0
19 10 8 288 0.848 5.318 1.166 2.552 -75.62 221.77 9 0 0
20 2 8 64 1.017 1.269 1.123 12.825 -35.85 125.76 10 0 0
21 2 8 64 1.017 5.843 1.123 2.784 -35.85 125.76 10 0 0
22 9 8 260 0.877 1.272 1.104 11.028 -51.82 203.51 11 0 0
23 9 8 260 0.877 6.541 1.104 2.144 -51.82 203.51 11 0 0
24 7 8 204 0.884 1.128 1.1 12.546 -8.14 137.24 12 0 0
25 7 8 204 0.884 5.695 1.1 2.485 -8.14 137.24 12 0 0
26 14 8 400 0.781 1.248 1.158 10.01 -24.11 214.99 13 0 0
27 14 8 400 0.781 6.316 1.158 1.978 -24.11 214.99 13 0 0
28 6 8 176 1.179 1.181 0.896 15.972 -4.22 166.98 14 0 0
29 6 8 176 1.179 5.175 0.896 3.645 -4.22 166.98 14 0 0
30 13 8 372 1.085 1.215 0.963 14.298 -20.19 244.73 15 0 0
31 13 8 372 1.085 6.662 0.963 2.607 -20.19 244.73 15 0 0
32 24 8 680 1.167 1.141 0.918 16.361 -0.31 196.72 16 0 0
33 24 8 680 1.167 5.953 0.918 3.137 -0.31 196.72 16 0 0
34 17 8 484 1.017 1.2 1.049 13.563 -16.27 274.47 17 0 0
35 17 8 484 1.017 5.752 1.049 2.829 -16.27 274.47 17 0 0
36 25 8 708 0.934 1.168 0.9 12.797 3.61 226.47 18 0 0
37 25 8 708 0.934 6.358 0.9 2.352 3.61 226.47 18 0 0
38 18 8 512 1.026 1.185 1.124 13.861 -12.36 304.22 19 0 0
39 18 8 512 1.026 5.966 1.124 2.752 -12.36 304.22 19 0 0
40 26 8 736 1.632 1.16 0.791 22.504 31.33 237.95 20 0 0
41 26 8 736 1.632 5.545 0.791 4.709 31.33 237.95 20 0 0
42 19 8 540 0.848 1.167 1.062 11.632 15.36 315.7 21 0 0
43 19 8 540 0.848 5.79 1.062 2.344 15.36 315.7 21 0 0
44 27 8 764 1.066 1.198 1.142 14.232 55.13 219.68 22 0 0
45 27 8 764 1.066 6.312 1.142 2.702 55.13 219.68 22 0 0
46 20 8 568 0.931 1.16 0.996 12.84 39.16 297.43 23 0 0
47 20 8 568 0.931 5.654 0.996 2.635 39.16 297.43 23 0 0
48 28 8 792 1.023 1.153 0.996 14.186 51.21 189.94 24 0 0
49 28 8 792 1.023 6.331 0.996 2.585 51.21 189.94 24 0 0
50 21 8 596 0.867 1.182 1.109 11.737 35.24 267.69 25 0 0
51 21 8 596 0.867 6.487 1.109 2.138 35.24 267.69 25 0 0
52 23 8 652 0.986 1.115 1.018 14.153 23.49 178.46 26 0 0
53 23 8 652 0.986 6.22 1.018 2.536 23.49 178.46 26 0 0
54 16 8 456 0.859 1.125 0.991 12.21 7.53 256.21 27 0 0
55 16 8 456 0.859 6.549 0.991 2.098 7.53 256.21 27 0 0
56 22 8 624 0.864 1.193 1.038 11.59 27.41 208.2 28 0 0
57 22 8 624 0.864 5.677 1.038 2.436 27.41 208.2 28 0 0
58 15 8 428 0.952 1.18 1.015 12.898 11.44 285.95 29 0 0
59 15 8 428 0.952 5.902 1.015 2.58 11.44 285.95 29 0 0
4 1 9 37 1.087 1.314 0.835 13.238 -269.33 -55.32 2 0 0
5 1 9 37 1.087 6.421 0.835 2.709 -269.33 -55.32 2 0 0
6 8 9 233 1.209 1.242 0.994 15.579 -285.3 22.43 3 0 0
7 8 9 233 1.209 5.504 0.994 3.514 -285.3 22.43 3 0 0
8 5 9 149 0.85 1.237 1.034 10.988 -265.42 -25.57 4 0 0
9 5 9 149 0.85 7.836 1.034 1.735 -265.42 -25.57 4 0 0
10 12 9 345 1.085 1.254 0.966 13.841 -281.39 52.17 5 0 0
11 12 9 345 1.085 9.617 0.966 1.805 -281.39 52.17 5 0 0
12 4 9 121 0.842 1.229 1.047 10.97 -293.13 -37.06 6 0 0
13 4 9 121 0.842 6.875 1.047 1.961 -293.13 -37.06 6 0 0
14 11 9 317 1.137 1.315 0.75 13.831 -309.1 40.69 7 0 0
15 11 9 317 1.137 6.501 0.75 2.798 -309.1 40.69 7 0 0
16 3 9 93 1.057 1.238 0.859 13.66 -297.05 -66.8 8 0 0
17 3 9 93 1.057 7.077 0.859 2.39 -297.05 -66.8 8 0 0
18 10 9 289 0.808 1.34 1.253 9.649 -313.02 10.95 9 0 0
19 10 9 289 0.808 7.807 1.253 1.657 -313.02 10.95 9 0 0
20 2 9 65 1.035 1.226 0.958 13.505 -273.25 -85.06 10 0 0
21 2 9 65 1.035 5.808 0.958 2.85 -273.25 -85.06 10 0 0
22 9 9 261 1.098 1.352 0.878 12.999 -289.22 -7.31 11 0 0
23 9 9 261 1.098 7.001 0.878 2.51 -289.22 -7.31 11 0 0
24 7 9 205 1.235 1.283 0.787 15.409 -245.53 -73.58 12 0 0
25 7 9 205 1.235 6.243 0.787 3.166 -245.53 -73.58 12 0 0
26 14 9 401 0.965 1.271 1.039 12.144 -261.5 4.17 13 0 0
27 14 9 401 0.965 7.028 1.039 2.196 -261.5 4.17 13 0 0
28 6 9 177 0.911 1.288 0.976 11.323 -241.62 -43.84 14 0 0
29 6 9 177 0.911 5.97 0.976 2.443 -241.62 -43.84 14 0 0
30 13 9 373 0.834 1.228 1.147 10.868 -257.58 33.91 15 0 0
31 13 9 373 0.834 6.413 1.147 2.081 -257.58 33.91 15 0 0
32 24 9 681 1.056 1.201 1.004 14.068 -237.7 -14.09 16 0 0
33 24 9 681 1.056 6.89 1.004 2.452 -237.7 -14.09 16 0 0
34 17 9 485 1.208 1.188 0.605 16.257 -253.67 63.66 17 0 0
35 17 9 485 1.208 7.225 0.605 2.674 -253.67 63.66 17 0 0
36 25 9 709 1.09 1.18 0.988 14.777 -233.78 15.65 18 0 0
37 25 9 709 1.09 5.831 0.988 2.991 -233.78 15.65 18 0 0
38 18 9 513 1.1 1.218 0.811 14.458 -249.75 93.4 19 0 0
39 18 9 513 1.1 7.596 0.811 2.317 -249.75 93.4 19 0 0
40 26 9 737 0.834 1.187 1.137 11.243 -206.07 27.13 20 0 0
41 26 9 737 0.834 7.673 1.137 1.74 -206.07 27.13 20 0 0
42 19 9 541 0.788 1.128 1.057 11.173 -222.04 104.88 21 0 0
43 19 9 541 0.788 5.168 1.057 2.439 -222.04 104.88 21 0 0
44 27 9 765 0.884 1.215 1.024 11.643 -182.27 8.87 22 0 0
45 27 9 765 0.884 7.883 1.024 1.795 -182.27 8.87 22 0 0
46 20 9 569 1.105 1.153 1.032 15.334 -198.24 86.62 23 0 0
47 20 9 569 1.105 6.506 1.032 2.717 -198.24 86.62 23 0 0
48 28 9 793 0.864 1.212 0.995 11.401 -186.18 -20.88 24 0 0
49 28 9 793 0.864 7.511 0.995 1.84 -186.18 -20.88 24 0 0
50 21 9 597 0.97 1.217 1.048 12.76 -202.15 56.87 25 0 0
51 21 9 597 0.97 5.558 1.048 2.793 -202.15 56.87 25 0 0
52 23 9 653 1.243 1.168 0.813 17.028 -213.9 -32.36 26 0 0
53 23 9 653 1.243 7.033 0.813 2.829 -213.9 -32.36 26 0 0
54 16 9 457 0.828 1.201 1.208 11.031 -229.87 45.39 27 0 0
55 16 9 457 0.828 6.617 1.208 2.003 -229.87 45.39 27 0 0
56 22 9 625 0.848 1.245 1.019 10.896 -209.98 -2.61 28 0 0
57 22 9 625 0.848 6.235 1.019 2.175 -209.98 -2.61 28 0 0
58 15 9 429 1.108 1.215 0.933 14.593 -225.95 75.14 29 0 0
59 15 9 429 1.108 5.687 0.933 3.117 -225.95 75.14 29 0 0
4 1 10 38 1.003 1.179 0.9 13.608 182.57 -205.59 2 0 0
5 1 10 38 1.003 6.401 0.9 2.506 182.57 -205.59 2 0 0
6 8 10 234 0.808 1.162 0.712 11.128 166.6 -127.84 3 0 0
7 8 10 234 0.808 5.024 0.712 2.574 166.6 -127.84 3 0 0
8 5 10 150 0.785 1.126 1.114 11.158 186.49 -175.85 4 0 0
9 5 10 150 0.785 6.591 1.114 1.905 186.49 -175.85 4 0 0
10 12 10 346 1.07 1.155 0.995 14.827 170.52 -98.1 5 0 0
11 12 10 346 1.07 5.591 0.995 3.062 170.52 -98.1 5 0 0
12 4 10 122 0.862 1.245 0.942 11.076 158.77 -187.33 6 0 0
13 4 10 122 0.862 5.252 0.942 2.626 158.77 -187.33 6 0 0
14 11 10 318 1.274 1.198 0.979 17.011 142.8 -109.58 7 0 0
15 11 10 318 1.274 4.737 0.979 4.303 142.8 -109.58 7 0 0
16 3 10 94 1.302 1.28 0.802 16.265 154.86 -217.07 8 0 0
17 3 10 94 1.302 5.98 0.802 3.482 154.86 -217.07 8 0 0
18 10 10 290 0.9 1.192 0.984 12.085 138.89 -139.32 9 0 0
19 10 10 290 0.9 6.373 0.984 2.26 138.89 -139.32 9 0 0
20 2 10 66 0.896 1.19 1.034 12.05 178.66 -235.33 10 0 0
21 2 10 66 0.896 5.94 1.034 2.415 178.66 -235.33 10 0 0
22 9 10 262 1.092 1.235 0.952 14.155 162.69 -157.58 11 0 0
23 9 10 262 1.092 4.921 0.952 3.551 162.69 -157.58 11 0 0
24 7 10 206 1.29 1.23 1.048 16.778 206.37 -223.85 12 0 0
25 7 10 206 1.29 5.288 1.048 3.903 206.37 -223.85 12 0 0
26 14 10 402 1.051 1.214 1.095 13.853 190.4 -146.1 13 0 0
27 14 10 402 1.051 5.823 1.095 2.889 190.4 -146.1 13 0 0
28 6 10 178 0.965 1.272 0.904 12.135 210.29 -194.11 14 0 0
29 6 10 178 0.965 5.756 0.904 2.682 210.29 -194.11 14 0 0
30 13 10 374 0.88 1.134 1.03 12.416 194.32 -116.36 15 0 0
31 13 10 374 0.88 6.105 1.03 2.306 194.32 -116.36 15 0 0
32 24 10 682 0.934 1.123 0.826 13.311 214.21 -164.37 16 0 0
33 24 10 682 0.934 5.068 0.826 2.95 214.21 -164.37 16 0 0
34 17 10 486 0.902 1.081 0.936 13.349 198.24 -86.62 17 0 0
35 17 10 486 0.902 4.184 0.936 3.448 198.24 -86.62 17 0 0
36 25 10 710 0.893 1.203 1.013 11.866 218.12 -134.62 18 0 0
37 25 10 710 0.893 5.092 1.013 2.805 218.12 -134.62 18 0 0
38 18 10 514 1.044 1.151 0.862 14.508 202.15 -56.87 19 0 0
39 18 10 514 1.044 6.578 0.862 2.539 202.15 -56.87 19 0 0
40 26 10 738 0.988 1.157 0.99 13.652 245.84 -123.14 20 0 0
41 26 10 738 0.988 5.174 0.99 3.054 245.84 -123.14 20 0 0
42 19 10 542 1.26 1.153 0.927 17.474 229.87 -45.39 21 0 0
43 19 10 542 1.26 5.075 0.927 3.971 229.87 -45.39 21 0 0
44 27 10 766 1.038 1.203 0.761 13.799 269.64 -141.4 22 0 0
45 27 10 766 1.038 5.953 0.761 2.789 269.64 -141.4 22 0 0
46 20 10 570 0.949 1.228 0.949 12.359 253.67 -63.66 23 0 0
47 20 10 570 0.949 5.502 0.949 2.759 253.67 -63.66 23 0 0
48 28 10 794 1.078 1.14 0.873 15.14 265.72 -171.15 24 0 0
49 28 10 794 1.078 6.45 0.873 2.675 265.72 -171.15 24 0 0
50 21 10 598 0.996 1.252 1.01 12.726 249.75 -93.4 25 0 0
51 21 10 598 0.996 5.849 1.01 2.725 249.75 -93.4 25 0 0
52 23 10 654 1.175 1.221 0.814 15.402 238.01 -182.63 26 0 0
53 23 10 654 1.175 6.221 0.814 3.022 238.01 -182.63 26 0 0
54 16 10 458 1.015 1.144 0.84 14.189 222.04 -104.88 27 0 0
55 16 10 458 1.015 6.633 0.84 2.447 222.04 -104.88 27 0 0
56 22 10 626 1.236 1.176 0.783 16.816 241.92 -152.89 28 0 0
57 22 10 626 1.236 6.185 0.783 3.198 241.92 -152.89 28 0 0
58 15 10 430 0.881 1.167 0.892 12.073 225.95 -75.14 29 0 0
59 15 10 430 0.881 5.371 0.892 2.624 225.95 -75.14 29 0 0
4 1 11 39 0.883 1.323 1.093 10.686 63.88 -311.0 2 0 0
5 1 11 39 0.883 5.638 1.093 2.507 63.88 -311.0 2 0 0
6 8 11 235 1.152 1.303 1.192 14.155 47.91 -233.25 3 0 0
7 8 11 235 1.152 5.662 1.192 3.256 47.91 -233.25 3 0 0
8 5 11 151 1.066 1.327 0.94 12.856 67.79 -281.25 4 0 0
9 5 11 151 1.066 7.199 0.94 2.369 67.79 -281.25 4 0 0
10 12 11 347 0.979 1.35 1.191 11.608 51.82 -203.51 5 0 0
11 12 11 347 0.979 8.679 1.191 1.805 51.82 -203.51 5 0 0
12 4 11 123 0.964 1.338 1.058 11.523 40.08 -292.74 6 0 0
13 4 11 123 0.964 8.788 1.058 1.754 40.08 -292.74 6 0 0
14 11 11 319 0.863 1.37 1.028 10.071 24.11 -214.99 7 0 0
15 11 11 319 0.863 5.263 1.028 2.622 24.11 -214.99 7 0 0
16 3 11 95 1.264 1.525 0.871 13.268 36.16 -322.48 8 0 0
17 3 11 95 1.264 7.586 0.871 2.667 36.16 -322.48 8 0 0
18 10 11 291 1.07 1.396 1.268 12.26 20.19 -244.73 9 0 0
19 10 11 291 1.07 6.662 1.268 2.569 20.19 -244.73 9 0 0
20 2 11 67 1.167 1.302 1.02 14.343 59.96 -340.74 10 0 0
21 2 11 67 1.167 6.351 1.02 2.94 59.96 -340.74 10 0 0
22 9 11 263 0.891 1.271 1.27 11.222 43.99 -262.99 11 0 0
23 9 11 263 0.891 5.45 1.27 2.617 43.99 -262.99 11 0 0
24 7 11 207 0.95 1.376 0.964 11.051 87.68 -329.26 12 0 0
25 7 11 207 0.95 6.849 0.964 2.22 87.68 -329.26 12 0 0
26 14 11 403 0.956 1.369 1.35 11.169 71.71 -251.51 13 0 0
27 14 11 403 0.956 5.128 1.35 2.982 71.71 -251.51 13 0 0
28 6 11 179 0.815 1.283 1.018 10.162 91.59 -299.52 14 0 0
29 6 11 179 0.815 6.915 1.018 1.885 91.59 -299.52 14 0 0
30 13 11 375 1.368 1.311 1.046 16.699 75.62 -221.77 15 0 0
31 13 11 375 1.368 8.293 1.046 2.64 75.62 -221.77 15 0 0
32 24 11 683 1.294 1.373 1.055 15.083 95.51 -269.77 16 0 0
33 24 11 683 1.294 5.239 1.055 3.953 95.51 -269.77 16 0 0
34 17 11 487 1.363 1.322 1.038 16.504 79.54 -192.02 17 0 0
35 17 11 487 1.363 6.336 1.038 3.443 79.54 -192.02 17 0 0
36 25 11 711 0.998 1.272 1.104 12.548 99.42 -240.03 18 0 0
37 25 11 711 0.998 8.179 1.104 1.952 99.42 -240.03 18 0 0
38 18 11 515 0.94 1.283 0.752 11.723 83.46 -162.28 19 0 0
39 18 11 515 0.94 6.105 0.752 2.465 83.46 -162.28 19 0 0
40 26 11 739 1.126 1.446 0.944 12.458 127.14 -228.55 20 0 0
41 26 11 739 1.126 6.98 0.944 2.58 127.14 -228.55 20 0 0
42 19 11 543 1.064 1.369 0.995 12.436 111.17 -150.8 21 0 0
43 19 11 543 1.064 7.405 0.995 2.298 111.17 -150.8 21 0 0
44 27 11 767 1.3 1.329 0.939 15.659 150.94 -246.81 22 0 0
45 27 11 767 1.3 6.024 0.939 3.453 150.94 -246.81 22 0 0
46 20 11 571 0.968 1.301 1.038 11.907 134.97 -169.06 23 0 0
47 20 11 571 0.968 7.463 1.038 2.076 134.97 -169.06 23 0 0
48 28 11 795 0.91 1.292 1.089 11.274 147.03 -276.56 24 0 0
49 28 11 795 0.91 6.622 1.089 2.2 147.03 -276.56 24 0 0
50 21 11 599 0.989 1.308 0.882 12.1 131.06 -198.81 25 0 0
51 21 11 599 0.989 6.83 0.882 2.317 131.06 -198.81 25 0 0
52 23 11 655 0.934 1.269 1.265 11.781 119.31 -288.04 26 0 0
53 23 11 655 0.934 8.414 1.265 1.777 119.31 -288.04 26 0 0
54 16 11 459 0.909 1.242 1.156 11.713 103.34 -210.29 27 0 0
55 16 11 459 0.909 6.79 1.156 2.143 103.34 -210.29 27 0 0
56 22 11 627 0.724 1.221 1.076 9.486 123.22 -258.29 28 0 0
57 22 11 627 0.724 8.996 1.076 1.288 123.22 -258.29 28 0 0
58 15 11 431 0.939 1.291 1.023 11.64 107.26 -180.54 29 0 0
59 15 11 431 0.939 6.483 1.023 2.317 107.26 -180.54 29 0 0
4 1 12 40 0.893 1.17 0.938 12.214 301.27 -100.18 2 0 0
5 1 12 40 0.893 4.955 0.938 2.885 301.27 -100.18 2 0 0
6 8 12 236 1.143 1.128 1.069 16.206 285.3 -22.43 3 0 0
7 8 12 236 1.143 4.758 1.069 3.843 285.3 -22.43 3 0 0
8 5 12 152 1.016 1.166 1.023 13.933 305.19 -70.44 4 0 0
9 5 12 152 1.016 5.454 1.023 2.979 305.19 -70.44 4 0 0
10 12 12 348 1.095 1.209 1.101 14.49 289.22 7.31 5 0 0
11 12 12 348 1.095 5.283 1.101 3.317 289.22 7.31 5 0 0
12 4 12 124 1.011 1.124 0.878 14.388 277.47 -81.92 6 0 0
13 4 12 124 1.011 4.699 0.878 3.442 277.47 -81.92 6 0 0
14 11 12 320 1.157 1.225 1.037 15.116 261.5 -4.17 7 0 0
15 11 12 320 1.157 4.539 1.037 4.078 261.5 -4.17 7 0 0
16 3 12 96 1.167 1.16 0.827 16.096 273.55 -111.66 8 0 0
17 3 12 96 1.167 5.481 0.827 3.407 273.55 -111.66 8 0 0
18 10 12 292 1.242 1.127 1.095 17.628 257.58 -33.91 9 0 0
19 10 12 292 1.242 5.055 1.095 3.931 257.58 -33.91 9 0 0
20 2 12 68 1.113 1.196 0.735 14.9 297.35 -129.92 10 0 0
21 2 12 68 1.113 4.676 0.735 3.809 297.35 -129.92 10 0 0
22 9 12 264 1.004 1.18 1.014 13.604 281.39 -52.17 11 0 0
23 9 12 264 1.004 4.435 1.014 3.621 281.39 -52.17 11 0 0
24 7 12 208 1.349 1.106 0.617 19.522 325.07 -118.44 12 0 0
25 7 12 208 1.349 4.573 0.617 4.721 325.07 -118.44 12 0 0
26 14 12 404 0.896 1.186 1.209 12.094 309.1 -40.69 13 0 0
27 14 12 404 0.896 4.997 1.209 2.87 309.1 -40.69 13 0 0
28 6 12 180 1.058 1.108 0.996 15.28 328.99 -88.7 14 0 0
29 6 12 180 1.058 5.218 0.996 3.246 328.99 -88.7 14 0 0
30 13 12 376 1.08 1.178 1.149 14.677 313.02 -10.95 15 0 0
31 13 12 376 1.08 4.96 1.149 3.486 313.02 -10.95 15 0 0
32 24 12 684 1.16 1.117 0.996 16.607 332.9 -58.96 16 0 0
33 24 12 684 1.16 4.694 0.996 3.953 332.9 -58.96 16 0 0
34 17 12 488 0.894 1.133 1.262 12.632 316.93 18.79 17 0 0
35 17 12 488 0.894 6.232 1.262 2.296 316.93 18.79 17 0 0
36 25 12 712 0.81 1.104 1.063 11.735 336.82 -29.21 18 0 0
37 25 12 712 0.81 6.268 1.063 2.067 336.82 -29.21 18 0 0
38 18 12 516 1.078 1.141 1.012 15.119 320.85 48.54 19 0 0
39 18 12 516 1.078 5.6 1.012 3.079 320.85 48.54 19 0 0
40 26 12 740 1.092 1.121 1.022 15.593 364.53 -17.73 20 0 0
41 26 12 740 1.092 4.872 1.022 3.588 364.53 -17.73 20 0 0
42 19 12 544 0.998 1.166 1.003 13.699 348.57 60.02 21 0 0
43 19 12 544 0.998 5.149 1.003 3.101 348.57 60.02 21 0 0
44 27 12 768 1.0 1.158 0.96 13.818 388.34 -36.0 22 0 0
45 27 12 768 1.0 5.608 0.96 2.854 388.34 -36.0 22 0 0
46 20 12 572 0.92 1.126 1.033 13.079 372.37 41.75 23 0 0
47 20 12 572 0.92 4.611 1.033 3.194 372.37 41.75 23 0 0
48 28 12 796 0.954 1.222 1.326 12.499 384.42 -65.74 24 0 0
49 28 12 796 0.954 5.684 1.326 2.687 384.42 -65.74 24 0 0
50 21 12 600 1.102 1.095 0.781 16.094 368.45 12.01 25 0 0
51 21 12 600 1.102 5.203 0.781 3.388 368.45 12.01 25 0 0
52 23 12 656 1.168 1.108 1.007 16.86 356.7 -77.22 26 0 0
53 23 12 656 1.168 6.658 1.007 2.806 356.7 -77.22 26 0 0
54 16 12 460 0.904 1.186 1.024 12.199 340.73 0.53 27 0 0
55 16 12 460 0.904 6.407 1.024 2.258 340.73 0.53 27 0 0
56 22 12 628 0.992 1.156 0.858 13.725 360.62 -47.48 28 0 0
57 22 12 628 0.992 5.129 0.858 3.094 360.62 -47.48 28 0 0
58 15 12 432 1.051 1.079 1.021 15.592 344.65 30.27 29 0 0
59 15 12 432 1.051 6.021 1.021 2.794 344.65 30.27 29 0 0
4 1 13 41 0.909 1.148 0.861 12.66 269.33 55.32 2 0 0
5 1 13 41 0.909 5.916 0.861 2.458 269.33 55.32 2 0 0
6 8 13 237 1.064 1.156 0.952 14.731 253.36 133.07 3 0 0
7 8 13 237 1.064 5.186 0.952 3.283 253.36 133.07 3 0 0
8 5 13 153 0.897 1.108 0.919 12.961 273.25 85.06 4 0 0
9 5 13 153 0.897 5.622 0.919 2.554 273.25 85.06 4 0 0
10 12 13 349 1.103 1.185 0.968 14.888 257.28 162.81 5 0 0
11 12 13 349 1.103 4.461 0.968 3.955 257.28 162.81 5 0 0
12 4 13 125 1.017 1.037 0.879 15.682 245.53 73.58 6 0 0
13 4 13 125 1.017 5.278 0.879 3.082 245.53 73.58 6 0 0
14 11 13 321 0.922 1.275 0.937 11.578 229.56 151.33 7 0 0
15 11 13 321 0.922 4.945 0.937 2.984 229.56 151.33 7 0 0
16 3 13 97 0.93 1.17 0.869 12.722 241.62 43.84 8 0 0
17 3 13 97 0.93 6.555 0.869 2.271 241.62 43.84 8 0 0
18 10 13 293 1.224 1.224 0.861 15.989 225.65 121.59 9 0 0
19 10 13 293 1.224 5.173 0.861 3.785 225.65 121.59 9 0 0
20 2 13 69 1.13 1.131 0.767 15.979 265.42 25.58 10 0 0
21 2 13 69 1.13 4.908 0.767 3.682 265.42 25.58 10 0 0
22 9 13 265 1.137 1.183 0.877 15.383 249.45 103.32 11 0 0
23 9 13 265 1.137 4.648 0.877 3.915 249.45 103.32 11 0 0
24 7 13 209 0.997 1.179 0.694 13.527 293.13 37.06 12 0 0
25 7 13 209 0.997 6.345 0.694 2.514 293.13 37.06 12 0 0
26 14 13 405 1.224 1.181 0.624 16.584 277.16 114.81 13 0 0
27 14 13 405 1.224 5.25 0.624 3.729 277.16 114.81 13 0 0
28 6 13 181 0.973 1.178 1.026 13.21 297.05 66.8 14 0 0
29 6 13 181 0.973 5.512 1.026 2.824 297.05 66.8 14 0 0
30 13 13 377 0.978 1.175 0.997 13.318 281.08 144.55 15 0 0
31 13 13 377 0.978 5.385 0.997 2.905 281.08 144.55 15 0 0
32 24 13 685 1.102 1.144 0.888 15.418 300.96 96.54 16 0 0
33 24 13 685 1.102 4.747 0.888 3.714 300.96 96.54 16 0 0
34 17 13 489 0.838 1.155 1.004 11.605 285.0 174.29 17 0 0
35 17 13 489 0.838 6.155 1.004 2.178 285.0 174.29 17 0 0
36 25 13 713 0.894 1.162 1.229 12.306 304.88 126.29 18 0 0
37 25 13 713 0.894 7.011 1.229 2.039 304.88 126.29 18 0 0
38 18 13 517 0.918 1.067 1.045 13.771 288.91 204.04 19 0 0
39 18 13 517 0.918 5.561 1.045 2.642 288.91 204.04 19 0 0
40 26 13 741 0.934 1.218 1.072 12.266 332.6 137.77 20 0 0
