735	707	763	595	455	623	92
539	511	567	427	288	75	215
763	505	735	791	623	92	64
567	539	595	427	120	288	260
791	337	477	505	763	651	623
595	735	567	455	427	120	92
651	337	309	175	679	791	623
455	371	483	707	735	595	427
623	679	707	735	763	791	651
427	483	511	539	567	595	455
36	148	120	92	64	204	176
232	344	316	288	260	400	372
148	36	120	260	400	176	680
344	232	316	372	484	803	663
120	567	595	36	148	92	260
316	232	344	288	215	187	663
92	735	763	595	36	120	64
288	539	567	232	316	260	215
64	505	533	763	36	92	204
260	567	232	148	120	288	400
204	533	310	282	36	64	176
400	232	148	260	372	680	708
176	310	36	148	204	680	652
372	232	344	400	484	708	456
680	148	400	176	708	652	624
484	344	372	512	456	428	803
708	400	372	680	736	456	624
512	484	540	428	775	803
736	708	764	596	456	624	100
540	512	568	428	296
764	506	736	792	624	100	72
568	540	596	428	128	296	268
792	338	478	506	764	652	624
596	736	568	456	428	128	100
652	338	310	176	680	792	624
456	372	484	708	736	596	428
624	680	708	736	764	792	652
428	484	512	540	568	596	456
37	149	121	93	65	205	177
233	345	317	289	261	401	373
149	37	121	261	401	177	681
345	233	317	373	485	804	664
121	37	149	93	261
317	233	345	289	216	188	664
93	37	121	65
289	233	317	261	216
65	37	93	205	525	553
261	233	149	121	289	401
205	313	285	37	65	177	553
401	233	149	261	373	681	709
177	313	37	149	205	681	653
373	233	345	401	485	709	457
681	149	401	177	709	653	625
485	345	373	513	457	429	804
709	401	373	681	737	457	625
513	485	541	429	71	776	804
737	91	709	765	597	457	625
541	287	513	569	429	71	211
765	509	91	63	737	793	625
569	119	287	259	541	597	429
793	341	481	509	765	653	625
597	119	91	737	569	457	429
653	341	313	177	681	793	625
457	373	485	709	737	597	429
625	681	709	737	765	793	653
429	485	513	541	569	597	457
38	150	122	94	66	206	178
234	346	318	290	262	402	374
150	38	122	262	402	178	682
346	60	200	234	318	374	486
122	38	150	94	262	571	599
318	759	787	60	234	346	290
94	38	122	66	739	767	599
290	787	234	318	262	543	571
66	38	94	206	767	358	330
262	234	150	122	290	402	571
206	38	66	178	358	498	526
402	234	150	262	374	682	710
178	38	150	206	682	654	526
374	234	346	402	486	710	458
682	150	402	178	710	654	626
486	200	346	374	514	458	430
710	402	374	682	738	458	626
514	200	172	648	486	542	430
738	710	766	598	458	626	96
542	788	648	514	570	430	292
766	738	794	626	96	68
570	542	598	430	124	292	264
794	766	654	626	554
598	738	570	458	430	124	96
654	178	682	794	626	526	554
458	374	486	710	738	598	430
626	682	710	738	766	794	654
430	486	514	542	570	598	458
39	151	123	95	67	207	179
235	347	319	291	263	403	375
151	39	123	263	403	179	683
347	59	199	235	319	375	487
123	39	151	95	263	578	606
319	59	762	790	235	347	291
95	39	123	67	746	774	606
291	790	235	319	263	550	578
67	39	95	207	774
263	235	151	123	291	403	578
207	39	67	179
403	235	151	263	375	683	711
179	39	151	207	683	655
375	235	347	403	487	711	459
683	151	403	179	711	655	627
487	199	347	375	515	459	431
711	403	375	683	739	459	627
515	199	171	647	487	543	431
739	94	711	767	599	459	627
543	787	647	290	515	571	431
767	94	66	739	795	627	330
571	122	290	262	543	599	431
795	767	655	627	330	302
599	122	94	739	571	459	431
655	179	683	795	627
459	375	487	711	739	599	431
627	683	711	739	767	795	655
431	487	515	543	571	599	459
40	152	124	96	68	208	180
236	348	320	292	264	404	376
152	40	124	264	404	180	684
348	236	320	376	488	69	209
124	570	598	40	152	96	264
320	760	788	236	348	292	69
96	738	766	598	40	124	68
292	788	542	570	236	320	264
68	766	40	96	208
264	570	236	152	124	292	404
208	40	68	180
404	236	152	264	376	684	712
180	40	152	208	684	656
376	236	348	404	488	712	460
684	152	404	180	712	656	628
488	348	376	516	460	432	209
712	404	376	684	740	460	628
516	488	544	432	209	181	657
740	712	768	600	460	628
544	516	572	432	797	657
768	740	796	628
572	544	600	432
796	768	656	628
600	740	572	460	432
656	180	684	796	628
460	376	488	712	740	600	432
628	684	712	740	768	796	656
432	488	516	544	572	600	460
41	153	125	97	69	209	181
237	349	321	293	265	405	377
153	41	125	265	405	181	685
349	237	321	377	489	798	658
125	564	592	41	153	97	265
321	237	349	293	210	182	658
97	732	760	592	41	125	69
293	536	564	237	321	265	210
69	760	348	320	41	97	209
265	564	237	153	125	293	405
209	348	488	516	41	69	181
405	237	153	265	377	685	713
181	516	41	153	209	685	657
377	237	349	405	489	713	461
685	153	405	181	713	657	629
489	349	377	517	461	433	798
713	405	377	685	741	461	629
517	489	545	433	770	798
741	713	769	601	461	629
545	517	573	433
769	741	797	629
573	545	601	433
797	544	769	657	629
601	741	573	461	433
657	516	544	181	685	797	629
461	377	489	713	741	601	433
629	685	713	741	769	797	657
433	489	517	545	573	601	461
42	154	126	98	70	210	182
238	350	322	294	266	406	378
154	42	126	266	406	182	686
350	238	322	378	490	800	660
126	562	590	42	154	98	266
322	238	350	294	212	184	660
98	730	758	590	42	126	70
294	534	562	238	322	266	212
70	758	508	536	42	98	210
266	562	238	154	126	294	406
210	536	321	293	42	70	182
406	238	154	266	378	686	714
182	321	42	154	210	686	658
378	238	350	406	490	714	462
686	154	406	182	714	658	630
490	350	378	518	462	434	800
714	406	378	686	742	462	630
518	490	546	434	772	800
742	714	770	602	462	630
546	518	574	434
770	517	742	798	630
574	546	602	434
798	349	489	517	770	658	630
602	742	574	462	434
658	349	321	182	686	798	630
462	378	490	714	742	602	434
630	686	714	742	770	798	658
434	490	518	546	574	602	462
43	155	127	99	71	211	183
239	351	323	295	267	407	379
155	43	127	267	407	183	687
351	239	323	379	491
127	43	155	99	267	580	608
323	239	351	295
99	43	127	71	748	776	608
295	239	323	267	552	580
71	513	541	43	99	211	776
267	239	155	127	295	407	580
211	315	287	541	43	71	183
407	239	155	267	379	687	715
183	315	43	155	211	687	659
379	239	351	407	491	715	463
687	155	407	183	715	659	631
491	351	379	519	463	435
715	407	379	687	743	463	631
519	491	547	435
743	715	771	603	463	631	103
547	519	575	435	299
771	511	743	799	631	103	75
575	547	603	435	131	299	271
799	343	483	511	771	659	631
603	743	575	463	435	131	103
659	343	315	183	687	799	631
463	379	491	715	743	603	435
631	687	715	743	771	799	659
435	491	519	547	575	603	463
44	156	128	100	72	212	184
240	352	324	296	268	408	380
156	44	128	268	408	184	688
352	240	324	380
128	568	596	44	156	100	268
324	240	352	296
100	736	764	596	44	128	72
296	540	568	240	324	268
72	506	534	764	44	100	212
268	568	240	156	128	296	408
212	534	322	294	44	72	184
408	240	156	268	380	688	716
184	322	44	156	212	688	660
380	240	352	408	716
688	156	408	184	716	660	632
0	673	701	729	757	785	645
716	408	380	688	744	632
0	673	701	729	757	785	645
744	716	772	632
0	673	701	729	757	785	645
772	518	744	800	632
0	673	701	729	757	785	645
800	350	490	518	772	660	632
0	673	701	729	757	785	645
660	350	322	184	688	800	632
0	673	701	729	757	785	645
632	688	716	744	772	800	660
0	673	701	729	757	785	645
0	673	701	729	757	785	645
241	353	325	297	269	409	381
0	673	701	729	757	785	645
353	241	325	381	493	805	665
0	673	701	729	757	785	645
325	241	353	297	665
0	673	701	729	757	785	645
297	241	325	269
0	673	701	729	757	785	645
269	241	297	409
0	673	701	729	757	785	645
409	241	269	381	689	717
0	673	701	729	757	785	645
381	241	353	409	493	717	465
689	409	717	661	633
493	353	381	521	465	437	805
717	409	381	689	745	465	633
521	61	493	549	437	777	805
745	90	717	773	605	465	633
549	61	201	286	521	577	437
773	90	62	745	801	633	326
577	118	286	258	549	605	437
801	773	661	633	326	298
605	118	90	745	577	465	437
661	689	801	633
465	381	493	717	745	605	437
633	689	717	745	773	801	661
437	493	521	549	577	605	465
0	673	701	729	757	785	645
242	354	326	298	270	410	382
0	673	701	729	757	785	645
354	62	202	242	326	382	494
0	673	701	729	757	785	645
326	62	773	801	242	354	298
0	673	701	729	757	785	645
298	801	242	326	270
0	673	701	729	757	785	645
270	242	298	410
0	673	701	729	757	785	645
410	242	270	382	690	718
0	673	701	729	757	785	645
382	242	354	410	494	718	466
690	410	718	662	634
494	202	354	382	522	466	438
718	410	382	690	746	466	634
522	202	174	650	494	550	438
746	95	718	774	606	466	634
550	790	650	291	522	578	438
774	95	67	746	802	634
578	123	291	263	550	606	438
802	774	662	634
606	123	95	746	578	466	438
662	690	802	634
466	382	494	718	746	606	438
634	690	718	746	774	802	662
438	494	522	550	578	606	466
47	159	131	103	75	215	187
243	355	327	299	271	411	383
159	47	131	271	411	187	691
355	243	327	383
131	575	603	47	159	103	271
327	243	355	299
103	743	771	603	47	131	75
299	547	575	243	327	271
75	511	539	771	47	103	215
271	575	243	159	131	299	411
215	539	316	288	47	75	187
411	243	159	271	383	691	719
187	316	47	159	215	691	663
383	243	355	411	719
691	159	411	187	719	663	635
0	673	701	729	757	785	645
719	411	383	691	747	635
0	673	701	729	757	785	645
747	719	775	635
0	673	701	729	757	785	645
775	512	747	803	635
0	673	701	729	757	785	645
803	344	484	512	775	663	635
0	673	701	729	757	785	645
663	344	316	187	691	803	635
0	673	701	729	757	785	645
635	691	719	747	775	803	663
0	673	701	729	757	785	645
48	160	132	104	76	216	188
0	673	701	729	757	785	645
160	48	132	188	692
0	673	701	729	757	785	645
132	48	160	104
0	673	701	729	757	785	645
104	48	132	76
0	673	701	729	757	785	645
76	48	104	216
0	673	701	729	757	785	645
216	317	289	48	76	188
0	673	701	729	757	785	645
188	317	48	160	216	692	664
0	673	701	729	757	785	645
692	160	188	720	664	636
496	524	468	440
720	692	748	468	636
524	496	552	440
748	99	720	776	608	468	636
552	295	524	580	440
776	513	99	71	748	804	636
580	127	295	267	552	608	440
804	345	485	513	776	664	636
608	127	99	748	580	468	440
664	345	317	188	692	804	636
468	496	720	748	608	440
636	692	720	748	776	804	664
440	496	524	552	580	608	468
0	673	701	729	757	785	645
245	357	329	301	273	413	385
0	673	701	729	757	785	645
357	245	329	385	497
0	673	701	729	757	785	645
329	245	357	301
0	673	701	729	757	785	645
301	245	329	273
0	673	701	729	757	785	645
273	245	301	413
0	673	701	729	757	785	645
413	245	273	385	693	721
0	673	701	729	757	785	645
385	245	357	413	497	721	469
693	413	721	665	637
497	357	385	525	469	441
721	413	385	693	749	469	637
525	65	497	553	441
749	89	721	777	609	469	637
553	285	65	205	525	581	441
777	89	61	521	749	805	637
581	117	285	257	553	609	441
805	353	493	521	777	665	637
609	117	89	749	581	469	441
665	353	325	693	805	637
469	385	497	721	749	609	441
637	693	721	749	777	805	665
441	497	525	553	581	609	469
0	673	701	729	757	785	645
246	358	330	302	274	414	386
0	673	701	729	757	785	645
358	66	206	246	330	386	498
0	673	701	729	757	785	645
330	66	767	795	246	358	302
0	673	701	729	757	785	645
302	795	246	330	274
0	673	701	729	757	785	645
274	246	302	414
0	673	701	729	757	785	645
414	246	274	386
0	673	701	729	757	785	645
386	246	358	414	498	470
0	673	701	729	757	785	645
498	206	358	386	526	470	442
0	673	701	729	757	785	645
526	206	178	654	498	554	442
0	673	701	729	757	785	645
554	794	654	526	582	442
0	673	701	729	757	785	645
582	554	610	442
0	673	701	729	757	785	645
610	582	470	442
0	673	701	729	757	785	645
470	386	498	610	442
0	673	701	729	757	785	645
442	498	526	554	582	610	470
